iso3,year,anc1_coverage,anc4_coverage,contraception,hospital_beds_per1000,ifd_coverage,ldi_pc,sanitation,tfr,water,gdp_pc,sdi,hexp_pc,hexp_frac_ooc,universal_coverage,education
CHN,1978,NA,NA,NA,NA,NA,930.13782,NA,2.724041827,NA,1038.1115,0.355604146,NA,NA,NA,4.759538928
CHN,1975,NA,NA,NA,NA,NA,861.6781,NA,3.010425022,NA,929.31543,0.33064346,NA,NA,NA,4.277900705
CHN,2018,0.981448782,0.872363781,0.791663305,3.635729122,0.990813968,13400.397,0.746285141,1.2049462,0.999154619,15901.354,0.723864127,760.0520794,0.32694883,0.718173035,10.28552954
CHN,2017,0.978165094,0.855574731,0.777950679,3.643028952,0.989049359,12664.595,0.702040931,1.459922718,0.999,15082.272,0.708475029,701.8082886,0.332539063,0.707452491,10.11237366
CHN,1985,0.567717373,0.141248235,0.511983401,2.088131161,0.416650012,1280.3116,0.17416083,3.018444441,0.736171895,1562.8733,0.397343631,78.81243771,0.601530463,0.449719026,5.883888785
CHN,1977,NA,NA,NA,NA,NA,897.98773,NA,2.752410181,NA,947.67767,0.347592906,NA,NA,NA,4.589880353
CHN,1976,NA,NA,NA,NA,NA,878.50287,NA,2.85005249,NA,919.12207,0.339648922,NA,NA,NA,4.430326261
CHN,2015,0.972853075,0.838155881,0.77189164,3.646841342,0.988340708,11099.942,0.68680963,1.471571495,0.999,13419.463,0.695411363,701.8082886,0.332539063,0.694551243,9.869747262
CHN,2016,0.975930896,0.848162301,0.778105715,3.646902931,0.9888729,11874.122,0.702040931,1.697215051,0.999,14236.726,0.694043881,701.8082886,0.332539063,0.700972186,9.992169589
CHN,1979,NA,NA,NA,NA,NA,964.14453,NA,2.741432662,NA,1082.0089,0.36303032,NA,NA,NA,4.92916512
CHN,1974,NA,NA,NA,NA,NA,839.61505,NA,3.259853056,NA,896.80383,0.318998653,NA,NA,NA,4.134872449
CHN,2019,0.983514556,0.883431961,0.801175114,3.630985656,0.991910558,14158.769,0.775420879,1.094497126,0.999251235,16751.811,0.734981813,805.1146007,0.322940476,0.725767648,10.45966438
CHN,2011,0.950637795,0.780182178,0.740434194,3.485531602,0.978838383,8154.4883,0.622435487,1.19807345,0.999,10332.652,0.67191218,493.2099304,0.347773819,0.669450291,9.366578347
CHN,1973,NA,NA,NA,NA,NA,819.82043,NA,3.582296481,NA,901.56213,0.306204591,NA,NA,NA,3.991337695
CHN,2010,0.943093049,0.763985136,0.732062694,3.370360132,0.971958263,7469.27,0.603880533,1.193925067,0.999,9516.5293,0.662141955,442.653717,0.352940102,0.6633181,9.236252434
CHN,2014,0.968879017,0.826122216,0.76506522,3.63263433,0.987379353,10338.963,0.671894406,1.317940264,0.999,12628.801,0.693366029,655.5367432,0.335764885,0.688189118,9.744967499
CHN,1986,0.603054038,0.156637576,0.520680903,2.113679073,0.439830705,1364.0656,0.184239161,3.036851231,0.747303691,1642.0364,0.405255054,83.88664491,0.594655563,0.454907596,6.03704725
CHN,2012,0.957614603,0.796258569,0.748946888,3.56310521,0.983141225,8862.5039,0.639405519,1.292831472,0.999,11072.322,0.678800725,555.7174072,0.343619728,0.675639174,9.494869109
CHN,1972,NA,NA,NA,NA,NA,794.33478,NA,3.889823403,NA,861.75165,0.293774308,NA,NA,NA,3.858119007
CHN,1992,0.781907709,0.269157992,0.630223644,2.164474215,0.562609532,1891.4313,0.268193076,1.842755259,0.817399671,2223.8591,0.479178219,121.9779164,0.552713272,0.489253722,6.975218725
CHN,1970,NA,NA,NA,NA,NA,741.97662,NA,4.336670255,NA,832.14746,0.270947563,NA,NA,NA,3.588398739
CHN,2000,0.899390758,0.52471717,0.684596729,2.210671461,0.757034073,3303.448,0.415683758,1.398342235,0.909241825,3922.2039,0.563775396,170.7375031,0.589727821,0.545867301,7.993943988
CHN,1987,0.639928097,0.174322043,0.529859113,2.137591372,0.464796119,1457.1641,0.196248516,2.840366052,0.75974796,1765.7172,0.417939144,89.28754648,0.587743341,0.460399958,6.193944424
CHN,1982,0.475374048,0.106126701,0.490269072,2.006821121,0.356892478,1077.0482,0.148598265,2.864889157,0.705158646,1227.576,0.381087609,65.35827297,0.621906667,0.435360934,5.424169143
CHN,2001,0.904279965,0.555729344,0.693588395,2.223968823,0.784451466,3523.335,0.436560571,1.369718413,0.917666896,4197.1016,0.572481221,181.0839844,0.599641685,0.557007969,8.110113375
CHN,1983,0.499885081,0.114432009,0.496542721,2.032564885,0.371983636,1128.8906,0.156075881,2.958533501,0.714410884,1306.0795,0.383976411,69.56625624,0.615158408,0.439560371,5.580537684
CHN,1984,0.532259212,0.126728118,0.503771822,2.061514684,0.393200516,1199.311,0.165485669,2.964519662,0.724886893,1449.2458,0.390080177,74.04516349,0.608365553,0.444511413,5.731130005
CHN,1997,0.869936687,0.432228059,0.644240418,2.201347048,0.670121663,2716.187,0.357652969,1.510161884,0.88048308,3350.0498,0.534797775,128.0413971,0.528378448,0.523962451,7.639577729
CHN,2009,0.933826063,0.743589476,0.723722406,3.211776671,0.960507374,6831.0078,0.584875321,1.272442331,0.996297093,8688.5723,0.650676545,419.9940186,0.37463871,0.650982389,9.104128923
CHN,1998,0.883094097,0.466162804,0.660841056,2.203448469,0.69905477,2902.4617,0.376925598,1.469428323,0.890833383,3463.8892,0.545058302,142.7138672,0.548523941,0.531164611,7.760171501
CHN,1995,0.835747612,0.355999747,0.64969642,2.184101485,0.617081227,2340.6448,0.321542622,1.605104966,0.856933185,2946.9517,0.510118062,98.73336792,0.464049416,0.509849791,7.390586238
CHN,1999,0.893336019,0.497309041,0.673717006,2.204704825,0.729554594,3096.5815,0.395804854,1.440478673,0.90008096,3669.8462,0.554278199,156.3439331,0.558488083,0.538465774,7.876558055
CHN,1994,0.818099226,0.321044587,0.644811665,2.174382386,0.5954464,2166.9792,0.301804805,1.682783325,0.843218973,2684.6914,0.498322279,138.1902298,0.538532856,0.502889838,7.257218751
CHN,2008,0.924188352,0.720557886,0.715752449,3.008555816,0.944078434,6252.1543,0.566590589,1.338206905,0.984622977,8023.9521,0.639956729,349.7745972,0.40418045,0.63887609,8.974273869
CHN,1988,0.676558685,0.193877854,0.537835003,2.154846884,0.490410296,1551.5348,0.21010847,2.582704993,0.772226395,1852.9816,0.432268324,95.03617607,0.580796341,0.465932495,6.355488738
CHN,1971,NA,NA,NA,NA,NA,771.21722,NA,4.131323204,NA,865.32532,0.282253325,NA,NA,NA,3.722660551
CHN,2013,0.963793006,0.811911185,0.757261778,3.606781358,0.985751613,9591.9014,0.656624398,1.380813573,0.999,11843.384,0.684005537,612.0383911,0.339000702,0.681885273,9.621277458
CHN,2007,0.915543141,0.696583766,0.708301839,2.801987939,0.923174942,5711.3799,0.545566593,1.367681603,0.97317431,7535.6123,0.629360473,309.0768433,0.440484467,0.626994934,8.843215516
CHN,2006,0.909047462,0.673037084,0.70175357,2.615052448,0.898732004,5183.4961,0.524519836,1.371524758,0.960982732,6715.4141,0.617779204,287.0549316,0.493059616,0.615334737,8.713843877
CHN,1980,0.437094766,0.094396082,0.48318716,1.950000134,0.333908036,997.57373,0.13821869,2.716161047,0.689714797,1110.8717,0.371474665,57.69051811,0.635260288,0.427889879,5.100041834
CHN,1996,0.853671747,0.394543847,0.650476713,2.193250281,0.642387416,2521.5823,0.338305236,1.555957121,0.869025527,3125.739,0.522948559,112.4949875,0.506535835,0.516857953,7.517158093
CHN,1991,0.761381819,0.250086367,0.601636902,2.162179509,0.548396399,1787.7979,0.251673248,1.947261436,0.805778647,2017.7258,0.468788637,114.5996117,0.55977291,0.482574982,6.826191007
CHN,2003,0.907820658,0.613937639,0.693071078,2.297525504,0.830125688,4047.6929,0.471662586,1.410741142,0.934316672,4961.3379,0.585733022,226.6376495,0.558774719,0.579976104,8.345270368
CHN,1990,0.738516289,0.23272948,0.578558836,2.162092447,0.533641956,1706.0641,0.237080214,2.124713403,0.793922485,1894.957,0.456773676,107.6676123,0.566808453,0.475987431,6.672961507
CHN,1989,0.709845804,0.21351815,0.558021523,2.162057379,0.513805043,1632.7012,0.223523837,2.358707543,0.783371581,1860.7489,0.444178277,101.1549216,0.573817162,0.471044132,6.51440898
CHN,1981,0.455257643,0.099855178,0.487159428,1.979584567,0.344828069,1032.6366,0.142373136,2.73090626,0.696714979,1147.5549,0.378163411,61.40482579,0.628608035,0.431467125,5.26424425
CHN,2002,0.907009734,0.586312924,0.693013445,2.251609811,0.808438512,3771.4182,0.455070936,1.3886192,0.92654246,4570.6714,0.579186632,207.1658478,0.577193451,0.568376023,8.22663934
CHN,2004,0.907534354,0.636001524,0.694202192,2.369115276,0.85223557,4366.8301,0.488559945,1.395136234,0.942225348,5448.043,0.594379901,242.8786774,0.536395836,0.591812948,8.464163793
CHN,1993,0.800741272,0.291505692,0.636800382,2.168569588,0.57786261,2018.4771,0.284476014,1.764207732,0.830318714,2451.9421,0.489044913,129.8312609,0.545632317,0.496024914,7.120193909
CHN,2005,0.906915575,0.65387153,0.697093104,2.471443824,0.874610998,4739.5737,0.506642734,1.370270628,0.951108721,6017.9116,0.605729143,263.9815674,0.522061768,0.603891387,8.587621704
PRK,1977,NA,NA,NA,NA,NA,3910.4746,NA,2.844996444,NA,4139.5947,0.459957767,NA,NA,NA,4.696250099
PRK,2013,0.809349182,0.569626425,0.408195589,13.24984567,0.741976204,1640.4271,0.563097505,1.442440019,0.97318676,1655.1075,0.523851389,452.2104146,0.40396281,0.555230095,7.933261842
PRK,1976,NA,NA,NA,NA,NA,3776.1665,NA,2.885521381,NA,4139.5947,0.454674103,NA,NA,NA,4.619386339
PRK,1974,NA,NA,NA,NA,NA,3391.0791,NA,2.969969736,NA,4139.5522,0.44159923,NA,NA,NA,4.455145567
PRK,1983,0.744312212,0.424621069,0.373925243,13.15742833,0.603775377,4139.7158,0.495086264,2.616534107,0.940151347,4139.7124,0.484652667,69.56625624,0.615158408,0.521976788,5.199572668
PRK,1988,0.783621083,0.475290804,0.371735817,13.48422492,0.651486843,4139.708,0.539180089,2.461370476,0.959453651,4139.6812,0.504823806,95.03617606,0.580796341,0.530963545,5.685457644
PRK,1978,NA,NA,NA,NA,NA,4008.8503,NA,2.804991541,NA,4139.7539,0.464744195,NA,NA,NA,4.775039804
PRK,1979,NA,NA,NA,NA,NA,4075.1997,NA,2.765399954,NA,4139.5947,0.469127371,NA,NA,NA,4.855693006
PRK,1987,0.775157002,0.463964714,0.370384576,13.40081932,0.641127602,4139.7148,0.530283547,2.494305181,0.955347996,4139.7998,0.500572312,89.28754647,0.587743341,0.529431521,5.582213901
PRK,2012,0.803245766,0.560979977,0.409504273,13.35363805,0.734641814,1638.9554,0.560101805,1.501166792,0.970197275,1654.3865,0.520335955,424.8567238,0.410867751,0.553210879,7.826404686
PRK,2011,0.797696415,0.552389053,0.409702064,13.41029612,0.727240473,1638.4469,0.557843417,1.559954674,0.967205792,1641.8461,0.516903456,399.1576265,0.417807984,0.551199011,7.723591827
PRK,2014,0.815335502,0.578221996,0.409849278,13.14543182,0.749239163,1642.7761,0.565667366,1.38404075,0.976680584,1656.8679,0.527439153,481.325227,0.397095696,0.557256686,8.043911934
PRK,2015,0.821026293,0.586516963,0.411391993,13.0449855,0.756213611,1645.0846,0.572564397,1.326224815,0.980227914,1654.9475,0.53101268,512.3145481,0.390268882,0.559290678,8.156785634
PRK,1970,NA,NA,NA,NA,NA,2290.7139,NA,3.142992316,NA,2847.2258,0.400919269,NA,NA,NA,4.002522655
PRK,1971,NA,NA,NA,NA,NA,2579.7239,NA,3.099895992,NA,3674.8042,0.412836114,NA,NA,NA,4.128503275
PRK,2009,0.78402262,0.528472565,0.408576709,13.42792786,0.703761418,1649.9722,0.552135475,1.676602793,0.961955901,1593.7748,0.510843488,352.3289285,0.431783924,0.543986433,7.530514387
PRK,1975,NA,NA,NA,NA,NA,3604.0977,NA,2.927161323,NA,4139.668,0.448779404,NA,NA,NA,4.54437012
PRK,1972,NA,NA,NA,NA,NA,2842.0208,NA,3.057002618,NA,3731.4136,0.423086609,NA,NA,NA,4.246531275
PRK,1973,NA,NA,NA,NA,NA,3136.0393,NA,3.01355945,NA,4115.3716,0.433076331,NA,NA,NA,4.355220504
PRK,1980,0.718530084,0.393248954,0.377028681,13.05822951,0.572285852,4115.0469,0.461427579,2.72622826,0.925220213,4139.8154,0.473223819,57.69051811,0.635260288,0.514017244,4.938511368
PRK,1989,0.79171904,0.486198012,0.377873708,13.57623478,0.661437258,4139.7153,0.546107763,2.427273294,0.962714954,4139.7539,0.509169727,101.1549216,0.573817162,0.532595133,5.791437243
PRK,1990,0.799584933,0.496835973,0.385399396,13.67651941,0.671232391,4139.7314,0.554617106,2.391858372,0.966076105,4139.8154,0.513583931,107.6676123,0.566808453,0.534325186,5.898937845
PRK,2016,0.826390754,0.594518257,0.413537424,12.94929641,0.762987699,1646.9088,0.576904612,1.269347729,0.982230764,1651.4796,0.534540624,512.3145481,0.390268882,0.5613321,8.271677675
PRK,2004,0.73946508,0.449255108,0.409714283,13.13866382,0.618697317,1720.4915,0.53896624,1.929188711,0.950229841,1673.8394,0.499048229,257.9039428,0.467154427,0.522967175,7.121295232
PRK,1984,0.752033411,0.434226693,0.372691618,13.20351741,0.613288238,4139.7236,0.504189801,2.586881409,0.94502093,4139.7256,0.488457214,74.04516349,0.608365553,0.524174585,5.290968951
PRK,1986,0.767157965,0.453491467,0.370305452,13.32606608,0.631506754,4139.6963,0.522906121,2.526072006,0.952607801,4139.5947,0.496426197,83.88664491,0.594655563,0.527860286,5.48214112
PRK,2002,0.738800515,0.438424933,0.412569227,13.12849582,0.606598215,1829.0192,0.537504838,2.012115749,0.94903042,1700.1627,0.498375254,227.646959,0.481416094,0.521615901,6.976056026
PRK,2008,0.773092295,0.509789976,0.408712934,13.39492915,0.6849252,1666.713,0.553177679,1.733763785,0.96070915,1636.0569,0.508502561,331.0169546,0.438814304,0.538827854,7.441442112
PRK,1995,0.817383674,0.52379782,0.421143607,13.80648601,0.693043675,3441.6406,0.583273154,2.236692736,0.971300721,2217.3015,0.522536025,147.087377,0.53141773,0.545183572,6.412808564
PRK,2010,0.792891601,0.543907094,0.410991266,13.46076248,0.719160152,1641.5907,0.556508657,1.618546854,0.964819318,1624.2118,0.513701487,375.0130382,0.424780921,0.549194464,7.624618025
PRK,2019,0.842317568,0.618416811,0.423329114,12.73837851,0.784285392,1672.4951,0.604072503,1.146254455,0.983657688,1715.0328,0.545951503,533.4281418,0.387224291,0.569895566,8.637691211
PRK,1999,0.770213339,0.46580618,0.409286519,13.23898829,0.633601014,2270.0227,0.547524029,2.119799455,0.953906459,1749.1744,0.506603228,188.7850765,0.502858204,0.525158345,6.754634756
PRK,2003,0.737160716,0.441080867,0.40870982,13.10420264,0.609901934,1757.5016,0.53614751,1.971656091,0.948908783,1685.7502,0.497945403,242.3036283,0.474280015,0.522291093,7.048404439
PRK,1981,0.72665691,0.403058192,0.377099053,13.08687483,0.582168062,4131.3735,0.471410611,2.68749884,0.930917142,4139.7124,0.477076121,61.40482579,0.628608035,0.516778603,5.023416374
PRK,1985,0.759652227,0.443861544,0.371099246,13.25794777,0.62269802,4139.7153,0.514416884,2.55689357,0.949310033,4139.6523,0.492382025,78.81243771,0.601530463,0.52611716,5.385085941
PRK,2007,0.760490134,0.48983121,0.410788079,13.33735057,0.663372227,1677.4449,0.552377101,1.788397926,0.958085377,1644.1283,0.505898558,310.9941176,0.445869331,0.533718256,7.356287578
PRK,1993,0.8245781,0.532258026,0.414566574,13.95322631,0.704116555,3997.5044,0.585596137,2.29130297,0.974105075,3702.7727,0.52435892,129.8312609,0.545632317,0.540813617,6.215795715
PRK,2005,0.742642097,0.458257308,0.410611508,13.1980428,0.628715031,1700.1042,0.542279921,1.884816906,0.952817835,1663.0046,0.500981498,274.5086576,0.460042214,0.523644146,7.196576947
PRK,1991,0.809620408,0.510862054,0.396025489,13.79022995,0.684317839,4139.731,0.56653568,2.35553551,0.969800158,4139.7256,0.518014121,114.5996117,0.55977291,0.536479178,6.006391484
PRK,1982,0.73571051,0.414055244,0.375625515,13.1194523,0.593196094,4139.2681,0.483094477,2.649788399,0.935513801,4139.8286,0.480895816,65.35827297,0.621906667,0.519496016,5.110343202
PRK,1998,0.78321987,0.479725046,0.407763335,13.35221007,0.64805629,2498.6045,0.55428885,2.15165169,0.956000356,1728.3767,0.510645567,177.3656832,0.510007134,0.53009453,6.676525998
PRK,2000,0.75627025,0.451540707,0.409243298,13.15880051,0.619135756,2082.4998,0.540519687,2.086124866,0.952089619,1735.9399,0.502960051,200.9396885,0.495708105,0.520268181,6.829783743
PRK,2001,0.745041716,0.441607645,0.414087252,13.11919094,0.609324105,1935.2963,0.537598168,2.050283515,0.95023604,1717.309,0.500072315,213.8768548,0.488559762,0.520941598,6.903212047
PRK,2006,0.749710727,0.47197105,0.411232674,13.2694696,0.643769232,1687.9998,0.548621462,1.83841193,0.955740659,1653.1302,0.503370288,292.1824391,0.452946236,0.528657174,7.274801608
PRK,2018,0.836704699,0.609928305,0.418370582,12.79328974,0.776668343,1658.8401,0.590707037,1.166004318,0.982966736,1683.7882,0.542096679,522.8808338,0.388728765,0.566676963,8.511290336
PRK,1997,0.795645456,0.495034024,0.409509719,13.49335331,0.663294962,2774.8093,0.563685868,2.181585495,0.9620464,1715.1133,0.514936474,166.6370359,0.517151974,0.53507717,6.594129248
PRK,1992,0.817987271,0.522776028,0.408282253,13.86676143,0.695387537,4069.9731,0.576161161,2.321221309,0.972248833,3756.0613,0.521307364,121.9779164,0.552713272,0.538641977,6.112353778
PRK,1996,0.807353681,0.510254519,0.417864573,13.65289565,0.678850179,3097.5112,0.572476402,2.209750244,0.967136953,1828.3818,0.519137383,156.5573522,0.524289807,0.540106704,6.506541061
PRK,1994,0.823415107,0.531698191,0.420316488,13.90838475,0.702105057,3750.0095,0.587028852,2.263650095,0.973461209,2696.4373,0.524278662,138.1902298,0.538532856,0.542994137,6.315495989
PRK,2017,0.830801965,0.601181742,0.413318807,12.86324344,0.768685877,1650.3367,0.576904612,1.213523271,0.982230764,1660.1343,0.53815615,512.3145481,0.390268882,0.563380978,8.389088695
TWN,2009,0.990703554,0.946223152,0.675117045,6.750358554,0.987676584,32066.391,0.963585838,0.962681337,0.999,33374.965,0.833160641,352.3289285,0.431783924,0.703550973,11.6752738
TWN,2008,0.989906341,0.94209256,0.676236709,6.687532247,0.986250376,31462.613,0.960919762,1.034495586,0.999,33747.848,0.827487539,331.0169546,0.438814304,0.696193127,11.5806239
TWN,1981,0.748824211,0.42956604,0.497126953,4.549947233,0.607983466,7561.7197,0.568486471,2.35698736,0.931351257,8752.3115,0.587820265,61.40482579,0.628608035,0.538330717,8.329457993
TWN,2019,0.993997386,0.961881906,0.709166158,6.968537793,0.9925219,41532.043,0.979483268,0.93760052,0.999089653,43840.789,0.87263553,535.673031,0.386908193,0.730146191,12.71275305
TWN,2006,0.98766036,0.931458118,0.680307296,6.490834716,0.982172026,29502.439,0.953063202,1.106725908,0.999,32703.986,0.813163435,292.1824391,0.452946236,0.681708213,11.38133385
TWN,1980,0.718818536,0.392666074,0.48505994,4.489567647,0.570166112,7171.248,0.545764612,2.438492341,0.918496336,8342.9502,0.577423123,57.69051811,0.635260288,0.532197911,8.188708344
TWN,2007,0.988847201,0.937070621,0.680820271,6.603531259,0.984348774,30634.182,0.956952561,1.082711996,0.999,34397.227,0.820567062,310.9941176,0.445869331,0.688912478,11.47983724
TWN,2010,0.991252221,0.949173817,0.676712873,6.816771917,0.988685937,33114.063,0.966823301,0.999536462,0.999,36524.941,0.838175432,375.0130382,0.424780921,0.710986838,11.77082682
TWN,1978,NA,NA,NA,NA,NA,6378.8218,NA,2.629137761,NA,7761.0581,0.554688651,NA,NA,NA,7.911210501
TWN,2011,0.991576132,0.950894756,0.680100242,6.859287102,0.989254861,34162.527,0.968782114,1.167281295,0.999,37428.313,0.842078698,399.1576265,0.417807984,0.712878254,11.86596672
TWN,1983,0.813244639,0.519227322,0.523159916,4.658222343,0.695272195,8374.4863,0.620309204,2.082898262,0.960213956,9739.3604,0.613461135,69.56625624,0.615158408,0.553100794,8.598831443
TWN,2018,0.993715181,0.960397554,0.704488778,6.946143524,0.992146721,40649.465,0.978206818,0.978546291,0.999046148,42974.238,0.868358536,523.9341593,0.388577064,0.727268607,12.57224641
TWN,1984,0.841986814,0.564876674,0.536078555,4.720449663,0.737184783,8895.416,0.6502313,1.953731279,0.975549681,10581.919,0.627068658,74.04516349,0.608365553,0.56117319,8.731027501
TWN,1973,NA,NA,NA,NA,NA,4785.1826,NA,3.053456035,NA,5928.2593,0.520118481,NA,NA,NA,7.17887464
TWN,2005,0.986586602,0.926118651,0.677887919,6.366220799,0.980075861,28501.807,0.949753025,1.114965897,0.999,31458.973,0.806508277,274.5086576,0.460042214,0.67457953,11.2821833
TWN,1990,0.927444411,0.733142456,0.582030712,5.131903728,0.871654419,13372.7,0.77026687,1.761322545,0.999,16137.804,0.690654524,107.6676123,0.566808453,0.596525421,9.511848451
TWN,2014,0.992801111,0.956240835,0.689776026,6.896660996,0.990932259,37111.918,0.973968886,1.166284354,0.999,40443.699,0.85438058,481.325227,0.397095696,0.718583799,12.14655454
TWN,1977,NA,NA,NA,NA,NA,5963.894,NA,2.636463485,NA,7120.1304,0.548308216,NA,NA,NA,7.762577485
TWN,1979,NA,NA,NA,NA,NA,6786.8125,NA,2.534911899,NA,8092.8833,0.565564528,NA,NA,NA,8.048198507
TWN,2012,0.9919616,0.95267138,0.683523104,6.876644469,0.989813427,35114.023,0.970226832,1.179295082,0.999,37940.875,0.846084475,424.8567238,0.410867751,0.714774877,11.96078421
TWN,2017,0.993416123,0.958838811,0.699710381,6.926323404,0.99174797,39750.934,0.976835879,1.036582909,0.999,42188.648,0.864029559,512.3145481,0.390268882,0.724336598,12.43088835
TWN,1982,0.782908024,0.475031338,0.512223816,4.602764019,0.653042241,7937.4575,0.594100706,2.20796402,0.946262848,9046.9111,0.600857316,65.35827297,0.621906667,0.545759456,8.46251304
TWN,1991,0.935256993,0.752267517,0.604352467,5.199704877,0.884886376,14321.822,0.790798147,1.727260422,0.999,17286.766,0.700246686,114.5996117,0.55977291,0.600075146,9.647193256
TWN,2001,0.978932135,0.891842919,0.666912685,5.820194917,0.9652332,24907.977,0.932002273,1.368826669,0.999,26969.375,0.778382102,213.8768548,0.488559762,0.649519345,10.85861489
TWN,2013,0.99240639,0.954561255,0.68431726,6.886140243,0.990405596,36063.238,0.972040724,1.130621486,0.999,38902.082,0.850416919,452.2104146,0.40396281,0.71667672,12.05543293
TWN,1972,NA,NA,NA,NA,NA,4445.6743,NA,3.265007691,NA,5493.4502,0.509825829,NA,NA,NA,7.040740159
TWN,2000,0.976147921,0.880388629,0.646482133,5.726191627,0.959769906,24069.957,0.922665672,1.542036335,0.999,27534.982,0.769883797,200.9396885,0.495708105,0.64340118,10.75030199
TWN,2004,0.985350893,0.920041633,0.672628001,6.226720932,0.977628447,27550.883,0.945701078,1.143350537,0.999,30280.514,0.799870407,257.9039428,0.467154427,0.668225237,11.17919354
TWN,1985,0.869691454,0.613067531,0.547426582,4.774318733,0.779301407,9392.8164,0.682315252,1.756248284,0.992515682,10937.422,0.642936612,78.81243771,0.601530463,0.570486484,8.865457615
TWN,2003,0.98364146,0.912057866,0.664241307,6.077636035,0.974314727,26638.809,0.941103372,1.201105775,0.999,28956.24,0.79302624,242.3036283,0.474280015,0.661930817,11.07588046
TWN,1989,0.919789651,0.715276862,0.578728862,5.062634896,0.858888008,12490.753,0.750987964,1.745461478,0.999,15366.177,0.682273892,101.1549216,0.573817162,0.591771024,9.384700779
TWN,1987,0.89858688,0.669201857,0.56142476,4.91474178,0.824308651,10823.729,0.715585773,1.770592399,0.999,13579.957,0.662380196,89.28754647,0.587743341,0.58061039,9.130284691
TWN,1971,NA,NA,NA,NA,NA,4137.0103,NA,3.518828549,NA,4995.9136,0.497656726,NA,NA,NA,6.913116718
TWN,1970,NA,NA,NA,NA,NA,3877.426,NA,3.789616516,NA,4581.3813,0.485274361,NA,NA,NA,6.785323418
TWN,1996,0.960762552,0.824916306,0.622100191,5.477672227,0.930308917,19564.254,0.865290583,1.771591415,0.999,22982.738,0.739068304,156.5573522,0.524289807,0.620163883,10.28814974
TWN,1974,NA,NA,NA,NA,NA,5036.5308,NA,2.810079856,NA,5732.8433,0.530616879,NA,NA,NA,7.319237416
TWN,1976,NA,NA,NA,NA,NA,5605.9893,NA,2.815103219,NA,6626.5391,0.534143364,NA,NA,NA,7.609793459
TWN,2002,0.981503267,0.902699214,0.658703144,5.942255064,0.970202428,25794.34,0.93731214,1.276113471,0.999,28203.5,0.786019302,227.646959,0.481416094,0.655695706,10.96668201
TWN,2016,0.993292748,0.958326067,0.699002706,6.912507285,0.991581549,38896.438,0.976835879,1.098763594,0.999,41372.711,0.860874017,512.3145481,0.390268882,0.722413723,12.33534161
TWN,1995,0.955753967,0.809130097,0.622225409,5.430185371,0.921116348,18459.645,0.850729582,1.775480538,0.999,21742.729,0.730721204,147.087377,0.53141773,0.614486943,10.16326234
TWN,1997,0.966934201,0.845097082,0.624688089,5.525741344,0.941698663,20696.688,0.888208,1.613310812,0.999,24208.766,0.750292787,166.6370359,0.517151974,0.625893289,10.41038009
TWN,1999,0.973846355,0.870747862,0.637819918,5.640957918,0.955062636,22921.873,0.910115291,1.613847507,0.999,26289.188,0.763722094,188.7850765,0.502858204,0.637511446,10.63999633
TWN,1986,0.888328825,0.648442455,0.556755996,4.840340234,0.808206203,10038.79,0.705498939,1.673452562,0.999,12253.004,0.655109535,83.88664491,0.594655563,0.577615222,8.997325878
TWN,1988,0.909873823,0.693172076,0.570655273,4.986700764,0.842557595,11616.862,0.731846026,1.764920421,0.999,14271.012,0.672511364,95.03617606,0.580796341,0.585772615,9.260908125
TWN,1992,0.941068195,0.766997588,0.623455099,5.261945302,0.894875479,15313.098,0.80449061,1.749370624,0.999,18372.045,0.707403576,121.9779164,0.552713272,0.603646034,9.778548571
TWN,1975,NA,NA,NA,NA,NA,5283.0615,NA,2.849675607,NA,5953.1182,0.529622321,NA,NA,NA,7.461096439
TWN,2015,0.993090719,0.95746844,0.693391786,6.902504929,0.991312619,38032.676,0.975653265,1.153066456,0.999,40756.48,0.857736853,512.3145481,0.390268882,0.720496128,12.24018681
TWN,1994,0.951730824,0.796684226,0.622923785,5.37679296,0.913787747,17384.033,0.837621701,1.767258316,0.999,20632.865,0.72295044,138.1902298,0.538532856,0.610851805,10.0366141
TWN,1998,0.971553865,0.861268524,0.630720356,5.57776961,0.950382622,21801.699,0.904513027,1.513045113,0.999,25120.805,0.759798692,177.3656832,0.510007134,0.631675647,10.5282765
TWN,1993,0.946693955,0.781718883,0.619703211,5.320573287,0.904678014,16327.473,0.821582762,1.763613517,0.999,19431.605,0.715044971,129.8312609,0.545632317,0.607238211,9.909665712
KHM,2014,0.963669247,0.775123023,0.259237509,0.773642142,0.890524172,2632.7085,0.525537294,2.831854477,0.542004378,3015.7729,0.45781995,187.0157928,0.730755539,0.474593864,5.587816702
KHM,2013,0.958323695,0.763760348,0.247179803,0.765465571,0.869719878,2507.8052,0.501737065,2.886440475,0.537766553,2897.5369,0.450174274,178.9874268,0.727380066,0.466155251,5.482148359
KHM,1972,NA,NA,NA,NA,NA,1186.3116,NA,6.473213853,NA,1045.577,0.214686368,NA,NA,NA,2.000973986
KHM,2012,0.950753669,0.746135074,0.236771425,0.756810516,0.8361553,2380.4153,0.472653493,2.941515645,0.532109128,2728.2979,0.442360538,168.3387299,0.720839539,0.457866739,5.376186221
KHM,1971,NA,NA,NA,NA,NA,1218.1151,NA,6.48611039,NA,1113.0272,0.213846205,NA,NA,NA,1.94471972
