"","iso","year","country","gbdRegion","neoMR","postneoMR","age1_5MR","under5MR","neoDeaths","postneoDeaths","age1_5Deaths","under5Deaths","anc1_coverage","anc4_coverage","contraception","hospital_beds_per1000","ifd_coverage","ldi_pc","sanitation","tfr","water","gdp_pc","sdi","hexp_pc","hexp_frac_ooc","universal_coverage","education"
"1","AFG",1970,"Afghanistan","Asia, South",104.38,88.980003,126.04,286.91,64710,49952,62417,177079,NA,NA,NA,NA,NA,1226.7686,NA,7.379831506,NA,1229.4385,0.116021396,NA,NA,NA,0.43357047
"2","AFG",1971,"Afghanistan","Asia, South",102.18,86.089996,120.79,278.59,64719,49586,61335,175639,NA,NA,NA,NA,NA,1217.5762,NA,7.375807546,NA,1174.9661,0.117740486,NA,NA,NA,0.454065541
"3","AFG",1972,"Afghanistan","Asia, South",99.970001,83.550003,115.4,270.35999,64660,49200,60262,174121,NA,NA,NA,NA,NA,1186.4983,NA,7.370801556,NA,1049.512,0.119009299,NA,NA,NA,0.475332671
"4","AFG",1973,"Afghanistan","Asia, South",98.169998,80.889999,110.32,262.56,64383,48009,60108,172500,NA,NA,NA,NA,NA,1166.74,NA,7.36420685,NA,1094.3055,0.120518713,NA,NA,NA,0.497321058
"5","AFG",1974,"Afghanistan","Asia, South",96.190002,78.529999,105.46,255,64203,47583,58961,170747,NA,NA,NA,NA,NA,1155.0304,NA,7.354586794,NA,1125.6793,0.122251039,NA,NA,NA,0.519776589
"6","AFG",1975,"Afghanistan","Asia, South",94.099998,76.099998,100.89,247.49001,63740,47053,57773,168566,NA,NA,NA,NA,NA,1151.6891,NA,7.342075497,NA,1161.9727,0.124257657,NA,NA,NA,0.543217661
"7","AFG",1976,"Afghanistan","Asia, South",92.059998,73.669998,96.400002,240.03,63039,46299,56530,165868,NA,NA,NA,NA,NA,1155.6218,NA,7.329028428,NA,1195.6195,0.126561805,NA,NA,NA,0.569434945
"8","AFG",1977,"Afghanistan","Asia, South",90.099998,71.349998,92.260002,232.97,62121,45365,55151,162637,NA,NA,NA,NA,NA,1144.2815,NA,7.315635617,NA,1109.7839,0.128499436,NA,NA,NA,0.596625537
"9","AFG",1978,"Afghanistan","Asia, South",88.220001,69.239998,87.980003,226.02,60995,44329,53655,158979,NA,NA,NA,NA,NA,1145.946,NA,7.301028619,NA,1170.1498,0.130798696,NA,NA,NA,0.624634817
"10","AFG",1979,"Afghanistan","Asia, South",86.25,66.879997,83.900002,218.89999,59558,43081,51902,154541,NA,NA,NA,NA,NA,1144.2004,NA,7.286450795,NA,1144.671,0.132556975,NA,NA,NA,0.646735701
"11","AFG",1980,"Afghanistan","Asia, South",84.25,64.739998,79.900002,211.97,57855,41676,49920,149451,0.376096178,0.074043976,0.065123993,0.440747287,0.229643167,1141.5811,0.251202977,7.275979861,0.514696677,1131.2025,0.133087873,35.23812151,0.857023734,0.182054163,0.65365354
"12","AFG",1981,"Afghanistan","Asia, South",82.400002,62.459999,76.150002,205.23,55984,40046,47784,143814,0.37361003,0.073279084,0.065395302,0.440246292,0.226797411,1154.9286,0.253220527,7.271147999,0.513567532,1209.1989,0.133727058,36.44242032,0.855611989,0.182551763,0.659631039
"13","AFG",1982,"Afghanistan","Asia, South",80.5,60.27,72.529999,198.59,53907,38293,45544,137743,0.37510805,0.074142277,0.065858292,0.444844552,0.227555683,1182.0995,0.253307918,7.267614513,0.511970801,1288.6488,0.135421661,37.68787726,0.854188676,0.183102218,0.677680496
"14","AFG",1983,"Afghanistan","Asia, South",78.610001,58.23,69.279999,192.38,51782,36512,43194,131488,0.378097111,0.075638669,0.066357263,0.449856727,0.229627748,1218.2017,0.253932496,7.261929528,0.513149692,1361.6852,0.137784757,38.97589897,0.852753747,0.183714673,0.702651721
"15","AFG",1984,"Afghanistan","Asia, South",76.970001,56.380001,66.379997,186.82001,49882,34779,40853,125513,0.382533885,0.077632243,0.066957706,0.454145853,0.232283418,1253.4557,0.253035539,7.253616205,0.513178181,1383.7577,0.140184358,40.30794013,0.851307156,0.18434646,0.729216719
"16","AFG",1985,"Afghanistan","Asia, South",75.559998,54.759998,63.619999,181.78,48369,33249,38645,120264,0.386418583,0.079165799,0.067532221,0.457535561,0.234175009,1283.7904,0.252854809,7.243144677,0.513349246,1382.5107,0.142185293,41.68550517,0.849848855,0.184958995,0.753186226
"17","AFG",1986,"Afghanistan","Asia, South",74.25,53.560001,61.279999,177.52,47309,32143,36580,116033,0.389973484,0.080418201,0.068170688,0.461256754,0.235450361,1324.5151,0.25203057,7.233886425,0.514476387,1461.7087,0.144292537,43.11014989,0.848378799,0.185608926,0.7776709
"18","AFG",1987,"Afghanistan","Asia, South",72.980003,52.220001,59.299999,173.49001,46761,31347,34814,112922,0.391924444,0.081036586,0.068730175,0.461573541,0.235571343,1327.6033,0.254031693,7.226103178,0.515948354,1281.3164,0.145813689,44.58348331,0.846896943,0.186088999,0.806909344
"19","AFG",1988,"Afghanistan","Asia, South",71.839996,51.150002,57.5,169.96001,46812,30934,33488,111234,0.39402487,0.081685113,0.068727502,0.463258757,0.235713913,1308.3513,0.253838744,7.21817899,0.518460293,1175.5988,0.147210031,46.1071694,0.845403244,0.186465982,0.842356122
"20","AFG",1989,"Afghanistan","Asia, South",70.809998,50,56.02,166.71001,47456,30879,32610,110945,0.396442898,0.082494178,0.067175795,0.463751391,0.236039744,1278.1705,0.252840551,7.211014463,0.518891343,1116.0358,0.148254612,47.68292901,0.843897658,0.186834304,0.877088223
"21","AFG",1990,"Afghanistan","Asia, South",69.779999,48.990002,54.439999,163.52,48610,31213,32221,112044,0.397143412,0.082704674,0.068497568,0.462496647,0.235224548,1237.3201,0.253632513,7.205777282,0.517770371,1054.4888,0.149020904,49.31254183,0.842380143,0.187218882,0.913418743
"22","AFG",1991,"Afghanistan","Asia, South",68.879997,48.040001,53.049999,160.64,50283,31883,32199,114365,0.393088253,0.08098335,0.069266688,0.463152091,0.230606461,1183.0732,0.252855399,7.202339151,0.518150695,973.13757,0.149896398,50.99784832,0.840850658,0.186330698,0.961620494
"23","AFG",1992,"Afghanistan","Asia, South",68.040001,47.110001,51.630001,157.78,52290,32824,32548,117662,0.387643325,0.078758603,0.071509054,0.462296332,0.224774981,1122.5105,0.254945527,7.197921885,0.518960518,914.79327,0.151714154,52.74075189,0.839309163,0.185447111,1.036264024
"24","AFG",1993,"Afghanistan","Asia, South",67.309998,46.380001,50.349998,155.35001,54518,33988,33193,121699,0.383049476,0.076815133,0.070986837,0.457586594,0.219218668,1034.0745,0.257218028,7.190996122,0.518319686,724.10547,0.152486435,54.54322096,0.837755617,0.184568096,1.115104249
"25","AFG",1994,"Afghanistan","Asia, South",66.5,45.669998,49.299999,153.05,56693,35316,34077,126086,0.377468629,0.074521656,0.071045781,0.450292623,0.212116522,933.8512,0.257802058,7.181219598,0.518336711,595.51758,0.151578036,56.40729126,0.836189984,0.183693627,1.179367772
"26","AFG",1995,"Afghanistan","Asia, South",65.839996,45,48.189999,150.87,58887,36576,35164,130628,0.376887603,0.074046046,0.071344719,0.446790459,0.208037096,878.45538,0.259171306,7.1679468,0.519570585,763.24432,0.152081668,59.65272522,0.857830811,0.182823681,1.244664651
"27","AFG",1996,"Afghanistan","Asia, South",65.25,44.330002,47.16,148.8,60950,37773,36276,134999,0.378227182,0.07424061,0.070959351,0.442949972,0.205071456,830.30145,0.260789322,7.1509639,0.517952772,741.14795,0.152768432,61.890728,0.859438171,0.184179873,1.311888011
"28","AFG",1997,"Afghanistan","Asia, South",64.550003,43.610001,46.279999,146.74001,62690,38854,37321,138864,0.378970288,0.074390396,0.071308064,0.43889491,0.201447353,792.14465,0.260980256,7.130200611,0.518675909,724.07581,0.15377265,57.04437637,0.8478228,0.185546409,1.378241901
"29","AFG",1998,"Afghanistan","Asia, South",63.959999,42.919998,45.380001,144.78999,64290,39838,38318,142445,0.379699343,0.074740141,0.070457616,0.434555652,0.197725554,761.76025,0.260749523,7.106244213,0.518272814,711.10046,0.155010836,58.60346985,0.861645584,0.186923368,1.442125899
"30","AFG",1999,"Afghanistan","Asia, South",63.209999,42.389999,44.610001,142.92999,65473,40722,39154,145349,0.381930866,0.075758496,0.071920107,0.430426918,0.194574777,737.13177,0.263155292,7.078698666,0.52392783,696.30817,0.156214449,58.4633255,0.868935852,0.18831083,1.496632318
"31","AFG",2000,"Afghanistan","Asia, South",62.57,41.75,43.75,141,66519,41354,39909,147782,0.385669125,0.077451102,0.07420795,0.426348901,0.192169915,714.65363,0.264458922,7.04483072,0.530777103,666.16241,0.157681749,55.98706436,0.87359314,0.189708878,1.552626842
"32","AFG",2001,"Afghanistan","Asia, South",61.919998,41.09,43,139.14,67343,41774,40465,149582,0.39063029,0.07949918,0.076711053,0.422750053,0.189862745,688.37201,0.268055611,7.002748667,0.537128558,606.40997,0.159124123,51.81789017,0.87814537,0.194071683,1.612904755
"33","AFG",2002,"Afghanistan","Asia, South",61.240002,40.529999,42.27,137.35001,68010,42144,40905,151059,0.401337802,0.083611397,0.079244816,0.425548537,0.190292628,707.88391,0.27070935,6.9535816,0.54419315,821.60248,0.164683614,68.45347595,0.895643692,0.19853636,1.68933653
"34","AFG",2003,"Afghanistan","Asia, South",60.619999,39.82,41.43,135.39999,68694,42355,41231,152280,0.415146078,0.088826616,0.082361441,0.429105139,0.192004908,735.17542,0.276048455,6.898894378,0.549474652,855.07056,0.171082637,80.61849213,0.901251373,0.203105323,1.770349889
"35","AFG",2004,"Afghanistan","Asia, South",60.02,39.240002,40.48,133.46001,69402,42548,41385,153336,0.429626084,0.094260287,0.084733968,0.432053178,0.194449827,755.2608,0.282748409,6.839605432,0.552832791,828.53345,0.17684598,80.5311203,0.833611755,0.207781043,1.845345661
"36","AFG",2005,"Afghanistan","Asia, South",59.41,38.669998,39.560001,131.56,70164,42830,41379,154373,0.450050247,0.102242617,0.089005389,0.435903506,0.202279356,782.76617,0.289802306,6.775733324,0.556744184,892.64502,0.183692798,84.63418579,0.82029541,0.212566054,1.933952533
"37","AFG",2006,"Afghanistan","Asia, South",58.82,38.02,38.639999,129.58,71034,43089,41311,155435,0.47364487,0.112259729,0.092874227,0.439872253,0.216039779,811.87427,0.298168177,6.707238002,0.55990086,914.40015,0.190657754,85.90702057,0.782997284,0.222459358,2.018348084
"38","AFG",2007,"Afghanistan","Asia, South",58.130001,37.43,37.560001,127.44,71896,43679,41273,156848,0.497784706,0.123399311,0.096958279,0.445320931,0.236384831,855.76123,0.307461992,6.637704664,0.562945379,1013.009,0.198807123,93.2590332,0.798707886,0.232817517,2.110885533
"39","AFG",2008,"Afghanistan","Asia, South",57.529999,36.900002,36.630001,125.55,72939,44046,41043,158027,0.519443492,0.134114324,0.10123955,0.450382032,0.263483569,896.44226,0.318509369,6.570822471,0.566784297,1024.2699,0.207129774,103.2147751,0.753867416,0.243662568,2.222862315
"40","AFG",2009,"Afghanistan","Asia, South",56.82,36.330002,35.639999,123.48,73931,44615,40990,159535,0.543112324,0.146804134,0.104930439,0.458597068,0.304010258,964.98993,0.332405673,6.506538547,0.570079194,1208.8534,0.216927988,108.352417,0.735939178,0.255017598,2.338280752
"41","AFG",2010,"Afghanistan","Asia, South",56.029999,35.759998,34.66,121.33,74870,45189,40945,161004,0.564566253,0.16052393,0.1086096,0.467808874,0.355568912,1036.3666,0.347637257,6.443434293,0.571928189,1275.6674,0.226899727,114.4548035,0.726208267,0.2669068,2.465594707
"42","AGO",1970,"Angola","Sub-Saharan Africa, Central",61.25,108.99,170.16,305.89001,19703,32786,44445,96934,NA,NA,NA,NA,NA,4574.2529,NA,7.801990534,NA,4933.1699,0.143427247,NA,NA,NA,1.031904507
"43","AGO",1971,"Angola","Sub-Saharan Africa, Central",60.669998,107.57,167.14999,301.82999,19875,32878,44283,97036,NA,NA,NA,NA,NA,4696.5684,NA,7.776127818,NA,5039.395,0.148125956,NA,NA,NA,1.082379197
"44","AGO",1972,"Angola","Sub-Saharan Africa, Central",60.16,106.12,164.03,297.70001,20084,33044,44226,97354,NA,NA,NA,NA,NA,4783.812,NA,7.744838527,NA,4965.5225,0.153079712,NA,NA,NA,1.134306353
"45","AGO",1973,"Angola","Sub-Saharan Africa, Central",59.57,104.64,160.86,293.42001,20123,33102,44615,97840,NA,NA,NA,NA,NA,4890.1372,NA,7.711513522,NA,5195.5293,0.158288971,NA,NA,NA,1.187732366
"46","AGO",1974,"Angola","Sub-Saharan Africa, Central",59.110001,103.08,157.92999,289.38,20451,33371,44673,98495,NA,NA,NA,NA,NA,4968.2563,NA,7.675047818,NA,5175.6743,0.163548598,NA,NA,NA,1.241899787
"47","AGO",1975,"Angola","Sub-Saharan Africa, Central",58.689999,101.69,154.84,285.34,20847,33759,44859,99465,NA,NA,NA,NA,NA,4907.6475,NA,7.632626497,NA,4512.3389,0.169099062,NA,NA,NA,1.306372664
"48","AGO",1976,"Angola","Sub-Saharan Africa, Central",58.150002,100.4,152.08,281.57001,21265,34286,45133,100683,NA,NA,NA,NA,NA,4790.0337,NA,7.586392386,NA,4209.0864,0.174698244,NA,NA,NA,1.372508537
"49","AGO",1977,"Angola","Sub-Saharan Africa, Central",57.639999,99.07,149.10001,277.57999,21735,34879,45547,102161,NA,NA,NA,NA,NA,4668.2983,NA,7.538764376,NA,4148.6191,0.180284129,NA,NA,NA,1.441121391
"50","AGO",1978,"Angola","Sub-Saharan Africa, Central",57.240002,97.75,146.16,273.72,22283,35518,46048,103850,NA,NA,NA,NA,NA,4524.6416,NA,7.492221424,NA,3965.7134,0.185509982,NA,NA,NA,1.512520366
"51","AGO",1979,"Angola","Sub-Saharan Africa, Central",56.709999,96.43,143.85001,270.26999,22816,36229,46617,105663,NA,NA,NA,NA,NA,4379.3833,NA,7.44196088,NA,3887.905,0.190800265,NA,NA,NA,1.587269678
"52","AGO",1980,"Angola","Sub-Saharan Africa, Central",56.189999,94.989998,140.97,266.25,23374,36928,47381,107682,0.582640578,0.325033286,0.026095305,1.05839002,0.227680322,4261.125,0.306884179,7.383569043,0.311523082,3952.8743,0.196409058,83.24486975,0.437063705,0.256988031,1.661914804
"53","AGO",1981,"Angola","Sub-Saharan Africa, Central",55.669998,93.480003,138.46001,262.48001,23945,37609,48138,109692,0.588684495,0.331903812,0.026330114,1.050623842,0.232785618,4126.4639,0.308962237,7.317978033,0.311028864,3764.6294,0.202250932,85.44130659,0.432100808,0.257744002,1.73924578
"54","AGO",1982,"Angola","Sub-Saharan Africa, Central",55.130001,91.860001,135.91,258.54001,24516,38251,48941,111707,0.594833595,0.338605355,0.026557759,1.042393717,0.237582312,3980.7202,0.309691676,7.258516709,0.311911314,3576.2004,0.207731261,87.69569697,0.427151504,0.258482628,1.819838524
"55","AGO",1983,"Angola","Sub-Saharan Africa, Central",54.689999,90.540001,133.5,255.05,25127,38937,49790,113854,0.601127234,0.345173591,0.026833516,1.035910833,0.24241288,3859.7922,0.31651661,7.218767658,0.310203589,3573.7537,0.212170426,90.00957001,0.422216743,0.259305594,1.903864611
"56","AGO",1984,"Angola","Sub-Saharan Africa, Central",54.169998,89.279999,131.16,251.59,25704,39684,50668,116056,0.607930053,0.352070209,0.027156153,1.030807723,0.247547538,3760.751,0.32193089,7.1858612,0.308503926,3531.9531,0.216279037,92.38449518,0.417297462,0.260240782,1.991786959
"57","AGO",1985,"Angola","Sub-Saharan Africa, Central",53.779999,88.169998,128.91,248.44,26335,40436,51553,118323,0.615876004,0.360190488,0.027583366,1.028256187,0.253655286,3705.1912,0.3263995,7.147141302,0.308055221,3606.7253,0.220914975,94.82208334,0.412394587,0.261300182,2.080507189
"58","AGO",1986,"Angola","Sub-Saharan Africa, Central",53.32,87.18,126.72,245.35001,26931,41262,52428,120621,0.623974282,0.368660875,0.02795687,1.02345294,0.259954286,3609.114,0.32831327,7.102298191,0.306022529,3293.3232,0.225580191,97.32398788,0.407509032,0.262268019,2.172110408
"59","AGO",1987,"Angola","Sub-Saharan Africa, Central",53,86.260002,124.92,242.78,27594,42086,53284,122964,0.632867898,0.378512524,0.028339342,1.022117438,0.267214636,3566.8396,0.330975117,7.058794037,0.305943831,3497.6611,0.230687028,99.8919058,0.402641695,0.263446509,2.266762323
"60","AGO",1988,"Angola","Sub-Saharan Africa, Central",52.669998,85.260002,123.11,240.13,28258,42902,54219,125379,0.642155233,0.388952721,0.028871226,1.021189951,0.275281657,3541.2834,0.332076631,7.025923871,0.304669022,3524.5156,0.235477529,102.5275789,0.397793462,0.264731303,2.364302993
"61","AGO",1989,"Angola","Sub-Saharan Africa, Central",52.470001,84.68,121.35,237.96001,28974,43804,55184,127962,0.652171584,0.400284952,0.029255909,1.02041853,0.284782159,3530.0217,0.330497343,6.996640322,0.304955611,3559.0134,0.240223381,105.2327949,0.392965203,0.26608707,2.464952514
"62","AGO",1990,"Angola","Sub-Saharan Africa, Central",52.32,84.120003,120.08,236.25,29688,44755,56131,130575,0.663322035,0.412202993,0.029542459,1.019754881,0.294909121,3523.9553,0.334317394,6.961595718,0.305245306,3554.7004,0.24523419,108.0093886,0.388157775,0.267468727,2.56572315
"63","AGO",1991,"Angola","Sub-Saharan Africa, Central",52.169998,83.589996,119.04,234.8,30356,45653,57173,133182,0.669770505,0.418731785,0.029673508,1.004947565,0.300178693,3463.6624,0.335420094,6.919572066,0.305848305,3216.6353,0.250184481,110.8592435,0.383372017,0.270339598,2.668625193
"64","AGO",1992,"Angola","Sub-Saharan Africa, Central",51.919998,82.82,117.58,232.69,30903,46395,58290,135587,0.674420686,0.423428354,0.030254659,0.98949166,0.304001623,3388.1084,0.337472112,6.877336655,0.305789208,3077.9019,0.255110737,113.7842926,0.378608751,0.273241731,2.774065343
"65","AGO",1993,"Angola","Sub-Saharan Africa, Central",51.41,81.82,115.68,229.77,31224,46934,59198,137356,0.676866135,0.425477719,0.030564541,0.967184567,0.305828129,3205.9319,0.342025073,6.84211081,0.303222799,2441.6482,0.258657102,116.7865198,0.373868785,0.276175472,2.88178394
"66","AGO",1994,"Angola","Sub-Saharan Africa, Central",50.889999,80.410004,113.47,226.25,31475,47126,59756,138357,0.681691903,0.429970479,0.030757377,0.946907137,0.310035516,3050.9827,0.342509199,6.80849988,0.301192706,2478.1858,0.262266924,119.8679615,0.369152906,0.27914117,2.992737738
"67","AGO",1995,"Angola","Sub-Saharan Africa, Central",50.119999,78.879997,110.78,221.98,31546,47165,60004,138715,0.690187467,0.438207576,0.030954702,0.929472447,0.318147514,2932.2939,0.349784034,6.770963526,0.297990351,2572.2429,0.266259447,112.3902054,0.209801579,0.282139177,3.105364419
"68","AGO",1996,"Angola","Sub-Saharan Africa, Central",49.619999,77.290001,107.7,217.50999,31782,47025,59907,138714,0.702829585,0.450486229,0.031277308,0.918350066,0.330392159,2897.8411,0.366401084,6.729389713,0.297274652,2932.0933,0.271346351,95.02129364,0.324855919,0.286625784,3.220867056
"69","AGO",1997,"Angola","Sub-Saharan Africa, Central",48.740002,75.32,104.38,212.2,31830,46873,59496,138200,0.714851411,0.46147214,0.031698967,0.90712989,0.34194523,2861.0869,0.381571822,6.6829496,0.295129249,2883.3123,0.27661775,130.3078918,0.408052216,0.291184328,3.339176522
"70","AGO",1998,"Angola","Sub-Saharan Africa, Central",48.07,73.190002,100.74,206.62,32049,46505,58886,137439,0.727448592,0.472690681,0.032220475,0.899008101,0.354447393,2866.7063,0.397692446,6.633535027,0.292708693,3054.9302,0.282695578,124.2833176,0.587996025,0.295815973,3.459749774
"71","AGO",1999,"Angola","Sub-Saharan Africa, Central",47.02,70.959999,96.949997,200.48,32062,46223,58151,136436,0.740695742,0.483654635,0.032569735,0.89084583,0.368384337,2865.0728,0.414743282,6.589710578,0.300984057,2968.0815,0.288536797,118.7198334,0.357379608,0.300521902,3.583088238
"72","AGO",2000,"Angola","Sub-Saharan Africa, Central",46.130001,68.269997,92.699997,193.64,32155,45608,57338,135101,0.75482723,0.49444401,0.032892588,0.881837084,0.384124928,2842.0288,0.428355844,6.557171037,0.306527672,2791.2317,0.293476347,90.37509918,0.353589516,0.305303316,3.707758393
"73","AGO",2001,"Angola","Sub-Saharan Africa, Central",45.07,65.720001,87.919998,186.27,32085,44941,56346,133373,0.772831287,0.50870683,0.033912083,0.875953029,0.406222809,2852.5466,0.443694186,6.533070862,0.315351861,2899.4739,0.298383357,150.5618591,0.42461853,0.311765708,3.834600561
"74","AGO",2002,"Angola","Sub-Saharan Africa, Central",43.950001,63.029999,83.040001,178.60001,31861,44192,55005,131057,0.790757929,0.522346614,0.035920664,0.871895204,0.430922964,2881.3169,0.458166973,6.51107412,0.329382666,2968.146,0.303411491,127.4625397,0.455619926,0.318366042,3.963698895
"75","AGO",2003,"Angola","Sub-Saharan Africa, Central",43,60.41,78.419998,171.32001,31630,43324,53308,128261,0.806773558,0.534362,0.038600208,0.868313148,0.456792008,2910.8252,0.470179659,6.483465541,0.343457245,2961.2332,0.308744356,143.9954376,0.465018196,0.325107288,4.095274593
"76","AGO",2004,"Angola","Sub-Saharan Africa, Central",41.990002,57.669998,74.07,164.11,31254,42045,51413,124712,0.818845506,0.544882541,0.042047084,0.867843622,0.482653438,2981.8289,0.47637072,6.456949048,0.35636579,3241.4116,0.314771357,161.2315216,0.418385162,0.331992479,4.229509848
"77","AGO",2005,"Angola","Sub-Saharan Africa, Central",41.07,55.290001,70.080002,157.58,30853,40654,49523,121031,0.825569167,0.554742233,0.046534373,0.873070951,0.50051268,3135.5247,0.478658695,6.438342358,0.370709275,3772.5427,0.321882504,157.5290375,0.364262505,0.339024713,4.364768644
"78","AGO",2006,"Angola","Sub-Saharan Africa, Central",40.18,53.349998,66.68,151.98,30455,39796,47668,117918,0.822824239,0.560478696,0.052196003,0.889692757,0.501531987,3393.5339,0.480842656,6.414613451,0.384497608,4466.2959,0.330465471,195.3057709,0.223290558,0.347601824,4.502323898
"79","AGO",2007,"Angola","Sub-Saharan Africa, Central",39.389999,51.599998,63.84,147.11,30137,38774,45689,114600,0.811525523,0.564094509,0.058960759,0.910025443,0.491465994,3739.0315,0.477367532,6.366374952,0.395467379,5100.9038,0.340264294,170.5333862,0.261809025,0.356396494,4.642512787
"80","AGO",2008,"Angola","Sub-Saharan Africa, Central",38.610001,49.98,61.25,142.59,29880,37934,44204,112018,0.794441947,0.567396314,0.066097316,0.932518569,0.475775714,4149.7778,0.464298763,6.290738551,0.404572203,5681.5303,0.351372422,211.7799988,0.194349861,0.365414255,4.78565447
"81","AGO",2009,"Angola","Sub-Saharan Africa, Central",37.860001,48.349998,59.040001,138.44,29707,37195,42912,109814,0.776932075,0.570418045,0.0736584,0.949293512,0.456552327,4463.8311,0.444066909,6.204482131,0.411281963,5412.376,0.362116669,223.3506927,0.295202732,0.374660782,4.932166163
"82","AGO",2010,"Angola","Sub-Saharan Africa, Central",37.330002,47.029999,56.93,134.83,29747,36539,41858,108143,0.772089952,0.580248812,0.081515471,0.967050687,0.444302228,4820.4541,0.426581914,6.108413019,0.418195877,5890.9414,0.373657111,188.7970123,0.28100275,0.384141892,5.08087886
"83","ALB",1970,"Albania","Europe, Central",14.72,41.34,10.38,65.25,1033,3007,734,4775,NA,NA,NA,NA,NA,3295.125,NA,5.573661728,NA,3653.7354,0.433732491,NA,NA,NA,6.695796109
"84","ALB",1971,"Albania","Europe, Central",13.67,37.959999,9.8100004,60.419998,965,2764,694,4423,NA,NA,NA,NA,NA,3404.5134,NA,5.431814236,NA,3730.4692,0.441793152,NA,NA,NA,6.789435492
"85","ALB",1972,"Albania","Europe, Central",12.75,34.990002,9.2700005,56.130001,903,2551,658,4112,NA,NA,NA,NA,NA,3508.7869,NA,5.2470589,NA,3809.3206,0.451503087,NA,NA,NA,6.883577546
"86","ALB",1973,"Albania","Europe, Central",11.94,32.380001,8.7700005,52.310001,852,2347,631,3829,NA,NA,NA,NA,NA,3609.9983,NA,5.049052833,NA,3898.3906,0.461341329,NA,NA,NA,6.979690747
"87","ALB",1974,"Albania","Europe, Central",11.2,30.059999,8.3199997,48.91,800,2178,602,3580,NA,NA,NA,NA,NA,3702.1216,NA,4.856244805,NA,3953.7087,0.470860427,NA,NA,NA,7.076463687
"88","ALB",1975,"Albania","Europe, Central",10.54,28.1,7.9000001,45.93,754,2033,575,3362,NA,NA,NA,NA,NA,3786.3088,NA,4.671113839,NA,4011.021,0.480066999,NA,NA,NA,7.172125036
"89","ALB",1976,"Albania","Europe, Central",10.04,26.540001,7.5900002,43.630001,719,1916,549,3184,NA,NA,NA,NA,NA,3863.1936,NA,4.489029747,NA,4066.7461,0.489001561,NA,NA,NA,7.271304635
"90","ALB",1977,"Albania","Europe, Central",9.6999998,25.559999,7.4000001,42.150002,697,1839,528,3064,NA,NA,NA,NA,NA,3935.3047,NA,4.307544304,NA,4130.48,0.497775281,NA,NA,NA,7.371007508
"91","ALB",1978,"Albania","Europe, Central",9.5200005,24.99,7.3000002,41.32,687,1797,514,2998,NA,NA,NA,NA,NA,4003.8506,NA,4.131717761,NA,4195.2837,0.506393659,NA,NA,NA,7.472323755
"92","ALB",1979,"Albania","Europe, Central",9.5500002,25.17,7.3000002,41.529999,693,1805,507,3006,NA,NA,NA,NA,NA,4066.9641,NA,3.961739441,NA,4244.353,0.51456317,NA,NA,NA,7.575848671
"93","ALB",1980,"Albania","Europe, Central",9.7600002,25.83,7.4200001,42.509998,715,1857,508,3079,0.706505513,0.194701806,0.070468095,4.152122047,0.684604377,4133.6055,0.551070853,3.810067321,0.750422381,4335.8818,0.522844393,160.1276447,0.707192195,0.516561456,7.681275479
"94","ALB",1981,"Albania","Europe, Central",10.04,26.700001,7.5900002,43.790001,743,1935,516,3194,0.720262201,0.207196045,0.072104923,4.164998313,0.701038706,4207.5161,0.558867225,3.689145258,0.756639091,4444.0713,0.530391776,166.2212982,0.703031754,0.519745189,7.786630053
"95","ALB",1982,"Albania","Europe, Central",10.27,27.42,7.6999998,44.830002,771,2016,530,3317,0.730685628,0.218322918,0.073753648,4.163434893,0.713857317,4269.293,0.568329119,3.59688593,0.763971656,4448.6992,0.535957948,172.5468456,0.698837373,0.522780274,7.891780369
"96","ALB",1983,"Albania","Europe, Central",10.39,27.809999,7.7600002,45.380001,791,2081,545,3416,0.738375564,0.227895727,0.075466597,4.150731056,0.723621905,4322.0977,0.580267381,3.535804066,0.772411659,4463.2876,0.539267566,179.1131115,0.694609485,0.525755796,7.995993488
"97","ALB",1984,"Albania","Europe, Central",10.38,27.75,7.7600002,45.310001,801,2116,556,3473,0.743991226,0.236268415,0.077321947,4.133625669,0.731455115,4362.3164,0.588197938,3.462877951,0.779026745,4450.5591,0.541707417,185.9292565,0.690348542,0.528625373,8.098553458
"98","ALB",1985,"Albania","Europe, Central",10.28,27.32,7.6900001,44.720001,803,2118,565,3486,0.747630903,0.243271921,0.079219543,4.111233161,0.737446069,4376.8394,0.589246578,3.359598414,0.786126783,4358.9136,0.545113465,193.0047897,0.686055019,0.531200585,8.198733757
"99","ALB",1986,"Albania","Europe, Central",10.08,26.639999,7.5300002,43.709999,795,2092,569,3456,0.75033883,0.25026565,0.081306958,4.093010888,0.743129871,4409.8169,0.590150902,3.26258936,0.79455695,4495.2041,0.54948261,200.3495822,0.681729409,0.533950715,8.294597467
"100","ALB",1987,"Albania","Europe, Central",9.8599997,26.030001,7.3899999,42.77,782,2055,567,3404,0.750629609,0.255704948,0.083301304,4.075261299,0.746890629,4422.0264,0.596270185,3.20441414,0.799513142,4423.8228,0.552294587,207.9738806,0.677372228,0.536553583,8.386214365
"101","ALB",1988,"Albania","Europe, Central",9.6499996,25.48,7.27,41.889999,764,2012,563,3339,0.74845195,0.259477231,0.085149618,4.056440835,0.748329217,4402.8252,0.602292268,3.197451508,0.808079111,4280.4023,0.552043319,215.8883214,0.672984009,0.53889241,8.473479278
