"iso","country","gbdRegion","year","neoMR","postneoMR","age1_5MR","under5MR","neoDeaths","postneoDeaths","age1_5Deaths","under5Deaths"
"ALB","Albania","Europe, Central",1983,10.39,27.809999,7.7600002,45.380001,791,2081,545,3416
"ALB","Albania","Europe, Central",1984,10.38,27.75,7.7600002,45.310001,801,2116,556,3473
"ALB","Albania","Europe, Central",1985,10.28,27.32,7.6900001,44.720001,803,2118,565,3486
"ALB","Albania","Europe, Central",1986,10.08,26.639999,7.5300002,43.709999,795,2092,569,3456
"ALB","Albania","Europe, Central",1987,9.8599997,26.030001,7.3899999,42.77,782,2055,567,3404
"ALB","Albania","Europe, Central",1988,9.6499996,25.48,7.27,41.889999,764,2012,563,3339
"ALB","Albania","Europe, Central",1989,9.4399996,24.870001,7.1599998,40.990002,744,1957,557,3258
"AND","Andorra","Europe, Western",1980,7.2399998,3.45,1.05,11.71,4,2,1,6
"AND","Andorra","Europe, Western",1981,7.0900002,3.3699999,1.03,11.45,4,2,1,6
"AND","Andorra","Europe, Western",1982,6.9499998,3.3,1.01,11.23,4,2,1,6
"AND","Andorra","Europe, Western",1983,6.8200002,3.24,0.99000001,11.03,4,2,1,6
"AND","Andorra","Europe, Western",1984,6.71,3.1900001,0.97000003,10.84,4,2,1,6
"AND","Andorra","Europe, Western",1985,6.5799999,3.1400001,0.95999998,10.65,4,2,1,6
"AND","Andorra","Europe, Western",1986,6.46,3.0799999,0.94,10.45,4,2,1,6
"AND","Andorra","Europe, Western",1987,6.3099999,3.01,0.92000002,10.22,4,2,1,6
"AND","Andorra","Europe, Western",1988,6.1500001,2.9300001,0.89999998,9.9499998,4,2,1,6
"AND","Andorra","Europe, Western",1989,5.9699998,2.8499999,0.88,9.6700001,4,2,1,6
"ARE","United Arab Emirates","North Africa / Middle East",1980,19.860001,12.81,5.8800001,38.099998,586,377,159,1123
"ARE","United Arab Emirates","North Africa / Middle East",1981,18.620001,11.57,5.1500001,34.970001,598,372,155,1125
"ARE","United Arab Emirates","North Africa / Middle East",1982,17.459999,10.43,4.48,32.07,609,364,150,1122
"ARE","United Arab Emirates","North Africa / Middle East",1983,16.309999,9.3800001,3.9100001,29.35,614,354,143,1111
"ARE","United Arab Emirates","North Africa / Middle East",1984,15.27,8.4300003,3.4200001,26.91,617,342,136,1095
"ARE","United Arab Emirates","North Africa / Middle East",1985,14.31,7.54,2.97,24.66,616,327,129,1072
"ARE","United Arab Emirates","North Africa / Middle East",1986,13.36,6.8000002,2.6099999,22.629999,606,311,121,1039
"ARE","United Arab Emirates","North Africa / Middle East",1987,12.49,6.1399999,2.29,20.799999,591,293,113,997
"ARE","United Arab Emirates","North Africa / Middle East",1988,11.66,5.5,2.01,19.059999,568,271,106,945
"ARE","United Arab Emirates","North Africa / Middle East",1989,10.89,4.9299998,1.75,17.49,541,248,97,887
"ARG","Argentina","Latin America, Southern",1980,19.639999,15.42,3.0699999,37.709999,13468,10733,2259,26460
"ARG","Argentina","Latin America, Southern",1981,19.67,15.49,3.0699999,37.810001,13393,10334,2074,25801
"ARG","Argentina","Latin America, Southern",1982,18.68,14.26,2.8599999,35.439999,12672,9818,2025,24514
"ARG","Argentina","Latin America, Southern",1983,19.02,14.65,2.9200001,36.220001,12811,9592,1944,24347
"ARG","Argentina","Latin America, Southern",1984,19.27,15,2.98,36.860001,12970,9819,1900,24689
"ARG","Argentina","Latin America, Southern",1985,17.629999,12.96,2.6500001,32.939999,11951,9114,1931,22996
"ARG","Argentina","Latin America, Southern",1986,18.17,13.6,2.75,34.189999,12322,8897,1820,23039
"ARG","Argentina","Latin America, Southern",1987,17.110001,12.38,2.53,31.74,11736,8623,1765,22125
"ARG","Argentina","Latin America, Southern",1988,16.32,11.42,2.3699999,29.85,11279,7960,1727,20965
"ARG","Argentina","Latin America, Southern",1989,15.7,10.76,2.25,28.48,10930,7506,1616,20052
"ARM","Armenia","Asia, Central",1980,27.610001,33.990002,8.7299995,68.870003,1982,2413,576,4971
"ARM","Armenia","Asia, Central",1981,27.01,32.32,8.3699999,66.339996,1989,2355,571,4914
"ARM","Armenia","Asia, Central",1982,26.389999,30.790001,8.04,63.959999,1988,2297,564,4849
"ARM","Armenia","Asia, Central",1983,25.84,29.290001,7.7600002,61.709999,1985,2231,557,4773
"ARM","Armenia","Asia, Central",1984,25.26,27.93,7.4499998,59.549999,1970,2162,551,4684
"ARM","Armenia","Asia, Central",1985,24.639999,26.65,7.1799998,57.450001,1939,2087,543,4570
"ARM","Armenia","Asia, Central",1986,24.120001,25.51,6.9099998,55.59,1902,2002,533,4437
"ARM","Armenia","Asia, Central",1987,23.65,24.559999,6.6900001,54,1854,1916,521,4291
"ARM","Armenia","Asia, Central",1988,30.120001,40.610001,10.13,78.940002,2306,2411,507,5224
"ARM","Armenia","Asia, Central",1989,22.98,23.209999,6.3899999,51.75,1760,2411,677,4848
"ATG","Antigua and Barbuda","Caribbean",1980,17.01,9.4399996,4.0100002,30.200001,52,35,17,105
"ATG","Antigua and Barbuda","Caribbean",1981,15.08,8.1400003,3.4200001,26.440001,48,32,16,96
"ATG","Antigua and Barbuda","Caribbean",1982,13.29,7,2.9200001,23.059999,44,29,14,88
"ATG","Antigua and Barbuda","Caribbean",1983,11.88,6.1300001,2.5599999,20.450001,42,27,13,81
"ATG","Antigua and Barbuda","Caribbean",1984,10.98,5.6199999,2.3099999,18.809999,40,25,12,77
"ATG","Antigua and Barbuda","Caribbean",1985,10.44,5.25,2.1500001,17.75,39,24,11,74
"ATG","Antigua and Barbuda","Caribbean",1986,10.08,5.0300002,2.05,17.08,38,23,11,73
"ATG","Antigua and Barbuda","Caribbean",1987,9.9200001,4.96,2,16.809999,39,23,11,73
"ATG","Antigua and Barbuda","Caribbean",1988,9.9799995,4.9699998,2.02,16.9,39,24,11,73
"ATG","Antigua and Barbuda","Caribbean",1989,10.21,5.1199999,2.0799999,17.34,40,24,11,75
"AUS","Australia","Australasia",1980,8.9799995,4.2800002,1.37,14.57,2050,975,319,3344
"AUS","Australia","Australasia",1981,8.5699997,4.1100001,1.3099999,13.95,1975,949,311,3236
"AUS","Australia","Australasia",1982,8.1800003,3.9400001,1.26,13.34,1908,920,301,3130
"AUS","Australia","Australasia",1983,7.4499998,3.6400001,1.16,12.22,1764,871,291,2925
"AUS","Australia","Australasia",1984,6.8800001,3.3900001,1.08,11.32,1648,818,277,2743
"AUS","Australia","Australasia",1985,6.7199998,3.3199999,1.05,11.06,1622,800,260,2681
"AUS","Australia","Australasia",1986,6.1100001,3.0599999,0.97000003,10.11,1495,756,251,2502
"AUS","Australia","Australasia",1987,5.98,3,0.94999999,9.9099998,1475,738,241,2454
"AUS","Australia","Australasia",1988,5.96,3,0.94999999,9.8900003,1486,742,231,2458
"AUS","Australia","Australasia",1989,6.2600002,3.1199999,0.99000001,10.34,1572,772,231,2576
"AUT","Austria","Europe, Western",1980,10.7,5.1799998,1.36,17.16,948,455,121,1523
"AUT","Austria","Europe, Western",1981,9.9200001,4.8499999,1.28,15.99,886,437,118,1442
"AUT","Austria","Europe, Western",1982,9.3100004,4.5799999,1.22,15.05,835,413,115,1363
"AUT","Austria","Europe, Western",1983,8.3100004,4.1100001,1.11,13.49,748,377,110,1235
"AUT","Austria","Europe, Western",1984,7.9099998,3.95,1.0700001,12.88,708,355,103,1166
"AUT","Austria","Europe, Western",1985,7.52,3.77,1.02,12.28,670,337,97,1104
"AUT","Austria","Europe, Western",1986,7.04,3.5599999,0.97000003,11.54,624,318,93,1034
"AUT","Austria","Europe, Western",1987,6.7600002,3.4200001,0.94999999,11.09,596,302,88,986
"AUT","Austria","Europe, Western",1988,6.4499998,3.28,0.91000003,10.6,568,289,84,942
"AUT","Austria","Europe, Western",1989,6.6300001,3.3599999,0.93000001,10.88,584,292,81,957
"AZE","Azerbaijan","Asia, Central",1980,37.060001,58.66,17.9,109.77,5821,9046,2545,17412
"AZE","Azerbaijan","Asia, Central",1981,35.990002,55.029999,16.940001,104.47,5789,8797,2491,17077
"AZE","Azerbaijan","Asia, Central",1982,34.82,51.450001,15.96,99.099998,5736,8493,2418,16647
"AZE","Azerbaijan","Asia, Central",1983,33.709999,48.220001,15.07,94.160004,5683,8132,2340,16155
"AZE","Azerbaijan","Asia, Central",1984,32.75,45.470001,14.28,89.910004,5644,7807,2275,15726
"AZE","Azerbaijan","Asia, Central",1985,31.93,43.16,13.63,86.339996,5623,7540,2217,15380
"AZE","Azerbaijan","Asia, Central",1986,31.200001,41.389999,13.09,83.459999,5617,7350,2170,15137
"AZE","Azerbaijan","Asia, Central",1987,30.67,39.939999,12.68,81.190002,5646,7219,2136,15002
"AZE","Azerbaijan","Asia, Central",1988,30.299999,38.959999,12.39,79.629997,5701,7154,2116,14971
"AZE","Azerbaijan","Asia, Central",1989,30.120001,38.43,12.25,78.82,5776,7153,2115,15045
"BDI","Burundi","Sub-Saharan Africa, East",1980,40.380001,50.330002,113.43,192.05,7738,9238,18852,35828
"BDI","Burundi","Sub-Saharan Africa, East",1981,39.849998,49.380001,109.81,187.49001,7962,9431,18928,36322
"BDI","Burundi","Sub-Saharan Africa, East",1982,39.349998,48.400002,106.57,183.27,8207,9652,19070,36930
"BDI","Burundi","Sub-Saharan Africa, East",1983,39,47.700001,104.02,180.03,8484,9887,19291,37662
"BDI","Burundi","Sub-Saharan Africa, East",1984,38.77,47.34,102.45,178.09,8780,10179,19654,38613
"BDI","Burundi","Sub-Saharan Africa, East",1985,38.529999,47.049999,101.84,177.08,9054,10509,20174,39737
"BDI","Burundi","Sub-Saharan Africa, East",1986,38.369999,46.880001,101.99,176.92999,9311,10816,20843,40970
"BDI","Burundi","Sub-Saharan Africa, East",1987,38.139999,46.880001,102.26,176.98,9510,11129,21643,42282
"BDI","Burundi","Sub-Saharan Africa, East",1988,38,46.740002,102.29,176.75999,9680,11378,22450,43509
"BDI","Burundi","Sub-Saharan Africa, East",1989,37.84,46.66,102.22,176.49001,9796,11568,23137,44501
"BEL","Belgium","Europe, Western",1980,8.9700003,5.04,1.3099999,15.26,1066,596,160,1821
"BEL","Belgium","Europe, Western",1981,8.4499998,4.8000002,1.25,14.43,1003,572,156,1731
"BEL","Belgium","Europe, Western",1982,7.8499999,4.5300002,1.1799999,13.51,931,540,151,1622
"BEL","Belgium","Europe, Western",1983,7.25,4.2600002,1.12,12.58,859,508,142,1509
"BEL","Belgium","Europe, Western",1984,6.6999998,4.02,1.05,11.73,793,479,134,1406
"BEL","Belgium","Europe, Western",1985,6.3200002,3.8299999,0.99000001,11.11,746,455,127,1328
"BEL","Belgium","Europe, Western",1986,6.1999998,3.78,0.98000002,10.93,731,445,119,1295
"BEL","Belgium","Europe, Western",1987,6.23,3.78,0.98000002,10.96,735,443,116,1294
"BEL","Belgium","Europe, Western",1988,6.0900002,3.71,0.97000003,10.74,722,438,115,1275
"BEL","Belgium","Europe, Western",1989,5.8699999,3.6199999,0.94,10.39,698,430,114,1242
"BEN","Benin","Sub-Saharan Africa, West",1980,54.59,66.610001,118.46,222.10001,9084,10423,16820,36327
"BEN","Benin","Sub-Saharan Africa, West",1981,53.650002,65.190002,115.12,217.19,9188,10509,16854,36551
"BEN","Benin","Sub-Saharan Africa, West",1982,52.68,63.740002,112.03,212.42,9282,10591,16895,36768
"BEN","Benin","Sub-Saharan Africa, West",1983,51.82,62.400002,109.09,207.97,9392,10667,16954,37013
"BEN","Benin","Sub-Saharan Africa, West",1984,50.93,61.099998,106.26,203.60001,9492,10754,17028,37274
"BEN","Benin","Sub-Saharan Africa, West",1985,50,59.830002,103.31,199.11,9581,10847,17103,37531
"BEN","Benin","Sub-Saharan Africa, West",1986,49.110001,58.549999,100.39,194.64999,9676,10974,17150,37800
"BEN","Benin","Sub-Saharan Africa, West",1987,48.169998,57.209999,97.519997,190.14,9759,11047,17153,37959
"BEN","Benin","Sub-Saharan Africa, West",1988,47.240002,55.91,94.620003,185.61,9839,11110,17173,38123
"BEN","Benin","Sub-Saharan Africa, West",1989,46.310001,54.529999,91.699997,181,9918,11164,17179,38262
"BFA","Burkina Faso","Sub-Saharan Africa, West",1980,55.25,71.139999,145.59,250.22,18469,22472,41842,82783
"BFA","Burkina Faso","Sub-Saharan Africa, West",1981,53.950001,69.400002,141.13,243.85001,18435,22455,41676,82566
"BFA","Burkina Faso","Sub-Saharan Africa, West",1982,52.639999,67.730003,136.97,237.78,18387,22431,41477,82295
"BFA","Burkina Faso","Sub-Saharan Africa, West",1983,51.450001,66.019997,132.84,231.75999,18369,22380,41271,82020
"BFA","Burkina Faso","Sub-Saharan Africa, West",1984,50.279999,64.459999,128.95,226.06,18360,22358,41054,81772
"BFA","Burkina Faso","Sub-Saharan Africa, West",1985,49.209999,62.950001,125.34,220.74001,18389,22353,40853,81595
"BFA","Burkina Faso","Sub-Saharan Africa, West",1986,48.240002,61.68,122.17,216.05,18455,22408,40711,81574
"BFA","Burkina Faso","Sub-Saharan Africa, West",1987,47.32,60.540001,119.49,211.94,18541,22529,40673,81742
"BFA","Burkina Faso","Sub-Saharan Africa, West",1988,46.669998,59.650002,117.31,208.7,18729,22725,40775,82230
"BFA","Burkina Faso","Sub-Saharan Africa, West",1989,46.23,59,115.62,206.27,19007,23012,41020,83039
"BGD","Bangladesh","Asia, South",1980,81.760002,52.639999,69.959999,190.96001,332461,197796,248690,778947
"BGD","Bangladesh","Asia, South",1981,80.199997,51.299999,67.400002,186.21001,329008,195565,245191,769765
"BGD","Bangladesh","Asia, South",1982,78.690002,49.950001,64.889999,181.50999,324649,192323,240300,757272
"BGD","Bangladesh","Asia, South",1983,77.169998,48.540001,62.369999,176.74001,319301,188340,234397,742037
"BGD","Bangladesh","Asia, South",1984,75.620003,47.189999,59.82,171.92999,312984,183898,227642,724525
"BGD","Bangladesh","Asia, South",1985,74,45.799999,57.220001,166.98,305677,179018,220007,704702
"BGD","Bangladesh","Asia, South",1986,72.260002,44.310001,54.59,161.77,297301,173511,211531,682343
"BGD","Bangladesh","Asia, South",1987,70.43,42.740002,51.959999,156.39999,288223,167302,202379,657904
"BGD","Bangladesh","Asia, South",1988,68.519997,41.130001,49.310001,150.87,278612,161067,192809,632489
"BGD","Bangladesh","Asia, South",1989,66.589996,39.509998,46.599998,145.24001,268908,155614,182815,607337
"BGR","Bulgaria","Europe, Central",1980,11.5,10.29,2.27,23.889999,1520,1361,318,3199
"BGR","Bulgaria","Europe, Central",1981,11.17,9.9200001,2.21,23.15,1445,1286,306,3037
"BGR","Bulgaria","Europe, Central",1982,10.83,9.5699997,2.1600001,22.41,1373,1215,292,2881
"BGR","Bulgaria","Europe, Central",1983,10.51,9.25,2.1099999,21.73,1309,1153,279,2741
"BGR","Bulgaria","Europe, Central",1984,10.19,8.9399996,2.0699999,21.07,1250,1097,267,2614
"BGR","Bulgaria","Europe, Central",1985,9.8599997,8.5900002,2.01,20.34,1192,1039,257,2488
"BGR","Bulgaria","Europe, Central",1986,9.5600004,8.29,1.97,19.709999,1135,984,247,2366
"BGR","Bulgaria","Europe, Central",1987,9.3199997,8.0299997,1.9299999,19.17,1080,931,238,2248
"BGR","Bulgaria","Europe, Central",1988,9.1000004,7.8000002,1.9,18.700001,1021,876,229,2126
"BGR","Bulgaria","Europe, Central",1989,8.9700003,7.6599998,1.87,18.4,965,824,220,2009
"BHR","Bahrain","North Africa / Middle East",1980,16.860001,8.5900002,4.4499998,29.65,195,100,53,349
"BHR","Bahrain","North Africa / Middle East",1981,15.94,8.0600004,4.0999999,27.879999,191,97,50,337
"BHR","Bahrain","North Africa / Middle East",1982,15.12,7.6199999,3.8099999,26.360001,187,94,47,328
"BHR","Bahrain","North Africa / Middle East",1983,14.48,7.2399998,3.5799999,25.110001,185,92,45,322
"BHR","Bahrain","North Africa / Middle East",1984,13.88,6.8899999,3.3699999,23.98,182,90,44,316
"BHR","Bahrain","North Africa / Middle East",1985,13.36,6.5999999,3.1900001,23.01,180,89,43,311
"BHR","Bahrain","North Africa / Middle East",1986,12.9,6.3400002,3.04,22.15,178,87,42,306
"BHR","Bahrain","North Africa / Middle East",1987,12.47,6.1199999,2.9100001,21.370001,175,85,41,300
"BHR","Bahrain","North Africa / Middle East",1988,12.04,5.8800001,2.77,20.58,170,83,40,293
"BHR","Bahrain","North Africa / Middle East",1989,11.6,5.6599998,2.6400001,19.799999,165,80,39,284
"BHS","Bahamas","Caribbean",1980,26.6,16.68,7.3899999,49.919998,154,97,42,293
"BHS","Bahamas","Caribbean",1981,24.860001,15.39,6.8000002,46.400002,146,92,41,279
"BHS","Bahamas","Caribbean",1982,23.059999,14.07,6.1599998,42.73,137,86,39,261
"BHS","Bahamas","Caribbean",1983,21.700001,12.99,5.6700001,39.889999,129,79,36,244
"BHS","Bahamas","Caribbean",1984,20.93,12.33,5.4200001,38.25,124,73,33,231
"BHS","Bahamas","Caribbean",1985,20.700001,12.12,5.29,37.689999,122,71,32,225
"BHS","Bahamas","Caribbean",1986,20.68,12.21,5.2800002,37.740002,121,70,31,222
"BHS","Bahamas","Caribbean",1987,20.690001,12.25,5.3000002,37.810001,121,70,30,222
"BHS","Bahamas","Caribbean",1988,20.620001,12.26,5.27,37.73,122,71,30,223
"BHS","Bahamas","Caribbean",1989,20.4,12.08,5.1900001,37.259998,122,71,30,223
"BIH","Bosnia and Herzegovina","Europe, Central",1980,18.23,13.8,2.6500001,34.349998,1354,1034,206,2595
"BIH","Bosnia and Herzegovina","Europe, Central",1981,17.469999,13.06,2.55,32.77,1294,972,196,2462
"BIH","Bosnia and Herzegovina","Europe, Central",1982,16.73,12.37,2.45,31.27,1240,921,186,2347
"BIH","Bosnia and Herzegovina","Europe, Central",1983,15.75,11.6,2.3,29.4,1171,870,179,2220
"BIH","Bosnia and Herzegovina","Europe, Central",1984,14.95,10.88,2.2,27.809999,1113,815,170,2099
"BIH","Bosnia and Herzegovina","Europe, Central",1985,13.96,10.04,2.0699999,25.889999,1037,756,162,1955
"BIH","Bosnia and Herzegovina","Europe, Central",1986,12.32,8.6400003,1.84,22.67,907,660,154,1721
"BIH","Bosnia and Herzegovina","Europe, Central",1987,11.67,8.0900002,1.77,21.4,835,586,141,1562
"BIH","Bosnia and Herzegovina","Europe, Central",1988,11.12,7.5900002,1.67,20.27,766,529,130,1424
"BIH","Bosnia and Herzegovina","Europe, Central",1989,10.59,7.1599998,1.61,19.25,692,474,122,1288
"BLR","Belarus","Europe, Eastern",1980,16.690001,8.2399998,2.76,27.48,2627,1276,411,4314
"BLR","Belarus","Europe, Eastern",1981,16.42,8.1400003,2.73,27.09,2632,1286,415,4332
"BLR","Belarus","Europe, Eastern",1982,16.1,7.98,2.6800001,26.559999,2621,1286,417,4324
"BLR","Belarus","Europe, Eastern",1983,15.66,7.8099999,2.6099999,25.9,2584,1279,418,4281
"BLR","Belarus","Europe, Eastern",1984,15.17,7.6500001,2.55,25.190001,2523,1265,416,4204
"BLR","Belarus","Europe, Eastern",1985,14.66,7.4200001,2.47,24.389999,2440,1234,413,4086
"BLR","Belarus","Europe, Eastern",1986,14.12,7.21,2.4100001,23.59,2330,1191,406,3927
"BLR","Belarus","Europe, Eastern",1987,13.66,7.02,2.3399999,22.870001,2213,1139,397,3748
"BLR","Belarus","Europe, Eastern",1988,13.24,6.8299999,2.29,22.219999,2086,1079,385,3551
"BLR","Belarus","Europe, Eastern",1989,12.92,6.71,2.24,21.75,1962,1021,370,3352
"BLZ","Belize","Caribbean",1980,40.169998,27.17,12.62,78.029999,238,165,74,476
"BLZ","Belize","Caribbean",1981,37.700001,25.209999,11.65,72.889999,227,155,69,451
"BLZ","Belize","Caribbean",1982,35.470001,23.469999,10.79,68.260002,216,146,65,427
"BLZ","Belize","Caribbean",1983,33.52,21.959999,10.03,64.230003,208,138,62,407
"BLZ","Belize","Caribbean",1984,31.73,20.5,9.3199997,60.419998,199,130,59,388
"BLZ","Belize","Caribbean",1985,30.09,19.24,8.6999998,57.029999,192,124,55,371
"BLZ","Belize","Caribbean",1986,28.469999,18.1,8.1199999,53.810001,185,118,53,355
"BLZ","Belize","Caribbean",1987,27.110001,17.040001,7.6100001,50.959999,179,113,50,342
"BLZ","Belize","Caribbean",1988,25.790001,16.110001,7.1199999,48.310001,173,108,48,330
"BLZ","Belize","Caribbean",1989,24.6,15.18,6.6799998,45.82,168,104,46,318
"BOL","Bolivia","Latin America, Andean",1980,48.02,55.150002,58.369999,153.02,10167,11332,11562,33061
"BOL","Bolivia","Latin America, Andean",1981,46.799999,53.34,55.66,147.87,10004,11066,11118,32188
"BOL","Bolivia","Latin America, Andean",1982,45.610001,51.619999,53.060001,142.89999,9854,10826,10711,31392
"BOL","Bolivia","Latin America, Andean",1983,44.290001,49.869999,50.419998,137.73,9684,10631,10339,30654
"BOL","Bolivia","Latin America, Andean",1984,43.029999,48.119999,47.880001,132.69,9527,10473,9964,29965
"BOL","Bolivia","Latin America, Andean",1985,41.790001,46.380001,45.369999,127.7,9380,10243,9566,29188
"BOL","Bolivia","Latin America, Andean",1986,40.540001,44.599998,42.970001,122.72,9237,10014,9215,28467
"BOL","Bolivia","Latin America, Andean",1987,39.330002,42.900002,40.57,117.84,9110,9787,8875,27771
"BOL","Bolivia","Latin America, Andean",1988,38.099998,41.200001,38.34,113.09,8978,9579,8543,27100
"BOL","Bolivia","Latin America, Andean",1989,36.889999,39.540001,36.16,108.42,8849,9365,8226,26440
"BRA","Brazil","Latin America, Tropical",1980,31.01,39.700001,15.15,83.57,120937,154535,57475,332946
"BRA","Brazil","Latin America, Tropical",1981,29.92,37.720001,14.11,79.68,117818,148428,54747,320994
"BRA","Brazil","Latin America, Tropical",1982,28.85,35.91,13.14,76.029999,114180,142180,51996,308356
"BRA","Brazil","Latin America, Tropical",1983,27.84,34.16,12.24,72.550003,110227,135525,49163,294915
"BRA","Brazil","Latin America, Tropical",1984,26.860001,32.5,11.4,69.220001,105878,128597,46281,280756
"BRA","Brazil","Latin America, Tropical",1985,25.959999,30.870001,10.63,66.059998,101435,121253,43367,266055
"BRA","Brazil","Latin America, Tropical",1986,25.030001,29.370001,9.9300003,63.060001,96606,114026,40467,251099
"BRA","Brazil","Latin America, Tropical",1987,24.129999,27.85,9.2700005,60.099998,91694,106691,37632,236017
"BRA","Brazil","Latin America, Tropical",1988,23.280001,26.440001,8.6300001,57.310001,86999,99568,34860,221426
"BRA","Brazil","Latin America, Tropical",1989,22.469999,25.1,8.0299997,54.66,82598,92940,32149,207688
"BRB","Barbados","Caribbean",1980,21.98,13.1,5.8000002,40.389999,95,58,27,181
"BRB","Barbados","Caribbean",1981,20.559999,12.16,5.2800002,37.580002,89,54,25,168
"BRB","Barbados","Caribbean",1982,19.32,11.18,4.8499999,34.990002,84,49,23,156
"BRB","Barbados","Caribbean",1983,18.23,10.51,4.5100002,32.919998,79,46,21,147
"BRB","Barbados","Caribbean",1984,17.43,9.9200001,4.2199998,31.27,76,43,20,138
"BRB","Barbados","Caribbean",1985,16.690001,9.4399996,4.0100002,29.879999,72,41,18,131
"BRB","Barbados","Caribbean",1986,16.18,9.1000004,3.8599999,28.9,69,39,17,126
"BRB","Barbados","Caribbean",1987,15.82,8.8500004,3.75,28.190001,67,37,17,121
"BRB","Barbados","Caribbean",1988,15.51,8.6199999,3.6600001,27.57,65,36,16,116
"BRB","Barbados","Caribbean",1989,15.19,8.4499998,3.5599999,26.99,62,35,15,112
"BRN","Brunei Darussalam","Asia Pacific, High Income",1980,13.73,5.3699999,2.4000001,21.389999,81,32,14,128
"BRN","Brunei Darussalam","Asia Pacific, High Income",1981,12.6,5.02,2.22,19.74,76,31,14,121
"BRN","Brunei Darussalam","Asia Pacific, High Income",1982,11.68,4.71,2.0899999,18.4,72,29,13,115
"BRN","Brunei Darussalam","Asia Pacific, High Income",1983,10.79,4.46,1.97,17.139999,68,28,13,109
"BRN","Brunei Darussalam","Asia Pacific, High Income",1984,10.05,4.2199998,1.86,16.059999,64,27,12,103
"BRN","Brunei Darussalam","Asia Pacific, High Income",1985,9.3699999,4,1.75,15.06,60,26,12,98
"BRN","Brunei Darussalam","Asia Pacific, High Income",1986,8.7399998,3.8,1.65,14.14,57,25,11,93
"BRN","Brunei Darussalam","Asia Pacific, High Income",1987,8.1599998,3.5999999,1.5599999,13.27,54,24,11,88
"BRN","Brunei Darussalam","Asia Pacific, High Income",1988,7.6300001,3.4400001,1.49,12.51,52,23,10,85
"BRN","Brunei Darussalam","Asia Pacific, High Income",1989,7.2399998,3.3,1.4299999,11.93,50,23,10,83
"BTN","Bhutan","Asia, South",1980,82.860001,63.5,77.559998,207.72,1528,1078,1229,3835
"BTN","Bhutan","Asia, South",1981,80.980003,61.34,74.470001,201.60001,1524,1067,1208,3799
"BTN","Bhutan","Asia, South",1982,79.410004,59.490002,71.220001,195.84,1526,1055,1187,3768
"BTN","Bhutan","Asia, South",1983,77.68,57.630001,68.019997,189.96001,1525,1047,1165,3737
"BTN","Bhutan","Asia, South",1984,75.900002,55.599998,64.790001,183.82001,1522,1036,1140,3698
"BTN","Bhutan","Asia, South",1985,74.110001,53.689999,61.580002,177.78,1515,1023,1115,3653
"BTN","Bhutan","Asia, South",1986,72.349998,51.830002,58.700001,172.06,1500,1008,1088,3596
