"iso","country","gbdRegion","year","neoMR","postneoMR","age1_5MR","under5MR","neoDeaths","postneoDeaths","age1_5Deaths","under5Deaths"
"ARG","Argentina","Latin America, Southern",2005,10.12,5.3200002,1.24,16.610001,6913,3714,965,11592
"ARG","Argentina","Latin America, Southern",2006,9.6700001,4.9400001,1.16,15.7,6622,3402,875,10899
"ARG","Argentina","Latin America, Southern",2007,9.0200005,4.4200001,1.0599999,14.45,6211,3087,805,10103
"ARG","Argentina","Latin America, Southern",2008,8.6499996,4.1599998,1.01,13.77,5972,2880,749,9602
"ARG","Argentina","Latin America, Southern",2009,8.3800001,3.96,0.98000002,13.28,5802,2743,700,9245
"ARM","Armenia","Asia, Central",2000,16.709999,12.01,3.8,32.200001,688,502,180,1371
"ARM","Armenia","Asia, Central",2001,16.01,10.97,3.55,30.26,665,460,161,1285
"ARM","Armenia","Asia, Central",2002,15.35,10.11,3.3299999,28.540001,649,430,147,1226
"ARM","Armenia","Asia, Central",2003,14.76,9.3100004,3.1300001,26.98,638,404,137,1180
"ARM","Armenia","Asia, Central",2004,14.19,8.6400003,2.9300001,25.58,628,383,131,1143
"ARM","Armenia","Asia, Central",2005,13.7,8.0100002,2.77,24.309999,618,362,126,1107
"ARM","Armenia","Asia, Central",2006,13.2,7.4499998,2.6199999,23.110001,606,343,122,1070
"ARM","Armenia","Asia, Central",2007,12.77,6.9499998,2.48,22.07,594,324,118,1036
"ARM","Armenia","Asia, Central",2008,12.36,6.5100002,2.3599999,21.110001,583,308,113,1004
"ARM","Armenia","Asia, Central",2009,11.97,6.0999999,2.24,20.200001,570,291,110,971
"ATG","Antigua and Barbuda","Caribbean",2000,13.44,6.9899998,2.95,23.23,50,33,16,98
"ATG","Antigua and Barbuda","Caribbean",2001,13.14,6.8699999,2.8699999,22.73,50,33,15,98
"ATG","Antigua and Barbuda","Caribbean",2002,12.77,6.6199999,2.76,22.02,50,33,15,98
"ATG","Antigua and Barbuda","Caribbean",2003,12.3,6.3400002,2.6500001,21.16,49,33,15,97
"ATG","Antigua and Barbuda","Caribbean",2004,11.76,6.04,2.52,20.200001,49,32,15,96
"ATG","Antigua and Barbuda","Caribbean",2005,11.09,5.6700001,2.3599999,19.01,48,32,14,95
"ATG","Antigua and Barbuda","Caribbean",2006,10.41,5.2600002,2.1600001,17.74,48,32,14,94
"ATG","Antigua and Barbuda","Caribbean",2007,9.7600002,4.8600001,1.98,16.530001,48,31,14,94
"ATG","Antigua and Barbuda","Caribbean",2008,9.21,4.5999999,1.8200001,15.56,48,32,14,93
"ATG","Antigua and Barbuda","Caribbean",2009,8.71,4.29,1.7,14.64,48,31,14,93
"AUS","Australia","Australasia",2000,3.79,2.01,0.63,6.4200001,945,501,162,1607
"AUS","Australia","Australasia",2001,3.6700001,1.96,0.62,6.2399998,918,489,161,1568
"AUS","Australia","Australasia",2002,3.5699999,1.9,0.60000002,6.0599999,897,478,155,1530
"AUS","Australia","Australasia",2003,3.46,1.86,0.58999997,5.9000001,876,471,151,1499
"AUS","Australia","Australasia",2004,3.4000001,1.8200001,0.57999998,5.79,869,465,148,1483
"AUS","Australia","Australasia",2005,3.4400001,1.84,0.57999998,5.8499999,888,473,146,1508
"AUS","Australia","Australasia",2006,3.3099999,1.78,0.56,5.6500001,868,467,146,1481
"AUS","Australia","Australasia",2007,3.1600001,1.7,0.52999997,5.3800001,836,450,146,1433
"AUS","Australia","Australasia",2008,3.01,1.63,0.50999999,5.1399999,805,437,142,1384
"AUS","Australia","Australasia",2009,2.8599999,1.5700001,0.49000001,4.9099998,773,423,137,1333
"AUT","Austria","Europe, Western",2000,3.6099999,1.9299999,0.57999998,6.0999999,287,153,46,486
"AUT","Austria","Europe, Western",2001,3.5,1.87,0.56,5.9200001,277,148,46,471
"AUT","Austria","Europe, Western",2002,3.21,1.74,0.51999998,5.4699998,253,138,45,436
"AUT","Austria","Europe, Western",2003,3.1099999,1.6900001,0.50999999,5.29,243,132,43,417
"AUT","Austria","Europe, Western",2004,2.95,1.61,0.49000001,5.0300002,229,125,40,394
"AUT","Austria","Europe, Western",2005,2.78,1.52,0.47,4.7600002,215,118,39,371
"AUT","Austria","Europe, Western",2006,2.6199999,1.4400001,0.44,4.4899998,201,111,37,348
"AUT","Austria","Europe, Western",2007,2.53,1.39,0.43000001,4.3400002,193,106,35,334
"AUT","Austria","Europe, Western",2008,2.48,1.37,0.41999999,4.2600002,188,104,33,325
"AUT","Austria","Europe, Western",2009,2.3699999,1.3099999,0.41,4.0799999,180,99,32,312
"AZE","Azerbaijan","Asia, Central",2000,24.34,24.530001,8.3000002,56.169998,3440,3536,1324,8301
"AZE","Azerbaijan","Asia, Central",2001,23.68,22.77,7.8000002,53.349998,3324,3227,1187,7738
"AZE","Azerbaijan","Asia, Central",2002,23.02,21.52,7.4200001,51.139999,3257,3041,1083,7381
"AZE","Azerbaijan","Asia, Central",2003,22.4,20.370001,7.0900002,49.110001,3227,2920,1013,7160
"AZE","Azerbaijan","Asia, Central",2004,21.690001,19.1,6.6900001,46.799999,3205,2816,970,6991
"AZE","Azerbaijan","Asia, Central",2005,20.879999,17.76,6.3000002,44.330002,3180,2705,936,6820
"AZE","Azerbaijan","Asia, Central",2006,20.059999,16.52,5.9099998,41.939999,3150,2595,903,6649
"AZE","Azerbaijan","Asia, Central",2007,19.24,15.22,5.5100002,39.490002,3112,2469,875,6456
"AZE","Azerbaijan","Asia, Central",2008,18.559999,14.16,5.1799998,37.470001,3077,2350,846,6272
"AZE","Azerbaijan","Asia, Central",2009,17.870001,13.17,4.8600001,35.509998,3022,2233,818,6073
"BDI","Burundi","Sub-Saharan Africa, East",2000,34.330002,40.59,82.610001,150.06,8513,9845,19722,38080
"BDI","Burundi","Sub-Saharan Africa, East",2001,33.990002,40.09,80.93,147.75999,8438,9699,19179,37316
"BDI","Burundi","Sub-Saharan Africa, East",2002,33.669998,39.470001,79.349998,145.46001,8409,9602,18723,36733
"BDI","Burundi","Sub-Saharan Africa, East",2003,33.369999,39.02,77.870003,143.42999,8420,9554,18355,36330
"BDI","Burundi","Sub-Saharan Africa, East",2004,33.02,38.509998,76.559998,141.42999,8451,9565,18108,36124
"BDI","Burundi","Sub-Saharan Africa, East",2005,32.630001,38.080002,75.129997,139.38,8498,9613,17952,36063
"BDI","Burundi","Sub-Saharan Africa, East",2006,32.349998,37.57,73.769997,137.41,8596,9669,17872,36138
"BDI","Burundi","Sub-Saharan Africa, East",2007,32.02,37.110001,72.57,135.58,8694,9757,17847,36298
"BDI","Burundi","Sub-Saharan Africa, East",2008,31.719999,36.650002,71.400002,133.81,8799,9846,17898,36543
"BDI","Burundi","Sub-Saharan Africa, East",2009,31.450001,36.209999,70.260002,132.10001,8902,9931,17997,36830
"BEL","Belgium","Europe, Western",2000,3.3299999,2.3,0.58999997,6.21,372,256,69,697
"BEL","Belgium","Europe, Western",2001,3.2,2.22,0.56999999,5.98,357,249,67,673
"BEL","Belgium","Europe, Western",2002,3,2.1099999,0.55000001,5.6399999,337,237,65,639
"BEL","Belgium","Europe, Western",2003,2.78,2,0.50999999,5.2800002,314,226,62,603
"BEL","Belgium","Europe, Western",2004,2.6099999,1.9,0.49000001,5,298,217,59,575
"BEL","Belgium","Europe, Western",2005,2.5999999,1.89,0.49000001,4.9699998,299,217,56,573
"BEL","Belgium","Europe, Western",2006,2.6199999,1.91,0.49000001,5.0100002,305,222,55,582
"BEL","Belgium","Europe, Western",2007,2.5699999,1.88,0.49000001,4.9200001,303,221,56,580
"BEL","Belgium","Europe, Western",2008,2.47,1.8200001,0.47,4.75,294,216,56,567
"BEL","Belgium","Europe, Western",2009,2.3599999,1.74,0.44999999,4.5500002,283,209,56,548
"BEN","Benin","Sub-Saharan Africa, West",2000,37.200001,41.689999,64.660004,136.99001,10457,11427,16562,38446
"BEN","Benin","Sub-Saharan Africa, West",2001,36.349998,40.34,62.169998,132.72,10465,11353,16360,38179
"BEN","Benin","Sub-Saharan Africa, West",2002,35.439999,39,59.630001,128.32001,10458,11267,16135,37859
"BEN","Benin","Sub-Saharan Africa, West",2003,34.5,37.669998,57.259998,124.08,10440,11175,15895,37510
"BEN","Benin","Sub-Saharan Africa, West",2004,33.619999,36.450001,54.98,120.04,10434,11081,15667,37183
"BEN","Benin","Sub-Saharan Africa, West",2005,32.77,35.299999,52.830002,116.21,10429,11008,15467,36904
"BEN","Benin","Sub-Saharan Africa, West",2006,32.02,34.27,50.799999,112.68,10446,10940,15274,36660
"BEN","Benin","Sub-Saharan Africa, West",2007,31.27,33.330002,48.919998,109.37,10447,10902,15097,36445
"BEN","Benin","Sub-Saharan Africa, West",2008,30.530001,32.389999,47.209999,106.21,10435,10850,14930,36215
"BEN","Benin","Sub-Saharan Africa, West",2009,29.92,31.48,45.689999,103.38,10441,10766,14777,35984
"BFA","Burkina Faso","Sub-Saharan Africa, West",2000,39.439999,49.580002,93.489998,172.42,20926,25686,44416,91029
"BFA","Burkina Faso","Sub-Saharan Africa, West",2001,38.299999,48.049999,89.970001,166.87,20961,25634,43893,90489
"BFA","Burkina Faso","Sub-Saharan Africa, West",2002,37.220001,46.630001,86.709999,161.71001,21129,25730,43457,90316
"BFA","Burkina Faso","Sub-Saharan Africa, West",2003,36.189999,45.259998,83.68,156.82001,21412,25986,43249,90647
"BFA","Burkina Faso","Sub-Saharan Africa, West",2004,35.299999,44.060001,80.800003,152.31,21821,26357,43310,91489
"BFA","Burkina Faso","Sub-Saharan Africa, West",2005,34.5,42.919998,78.510002,148.49001,22295,26828,43635,92758
"BFA","Burkina Faso","Sub-Saharan Africa, West",2006,33.740002,41.82,76.260002,144.75999,22735,27299,44275,94310
"BFA","Burkina Faso","Sub-Saharan Africa, West",2007,33.130001,41.009998,74.400002,141.77,23154,27721,45051,95925
"BFA","Burkina Faso","Sub-Saharan Africa, West",2008,32.619999,40.279999,72.580002,138.97,23496,28107,45936,97540
"BFA","Burkina Faso","Sub-Saharan Africa, West",2009,32.09,39.48,70.970001,136.28999,23675,28332,46667,98674
"BGD","Bangladesh","Asia, South",2000,44.919998,23.15,22.360001,87.889999,171771,89588,88034,349392
"BGD","Bangladesh","Asia, South",2001,43.189999,21.940001,20.790001,83.629997,163737,84286,81896,329919
"BGD","Bangladesh","Asia, South",2002,41.509998,20.780001,19.32,79.559998,155604,79112,76041,310757
"BGD","Bangladesh","Asia, South",2003,39.900002,19.709999,17.959999,75.730003,147578,74052,70411,292041
"BGD","Bangladesh","Asia, South",2004,38.389999,18.709999,16.700001,72.139999,139820,69202,65035,274056
"BGD","Bangladesh","Asia, South",2005,36.93,17.76,15.54,68.739998,132338,64624,59933,256895
"BGD","Bangladesh","Asia, South",2006,35.59,16.879999,14.51,65.629997,125501,60336,55144,240981
"BGD","Bangladesh","Asia, South",2007,34.41,16.120001,13.6,62.900002,119610,56531,50769,226910
"BGD","Bangladesh","Asia, South",2008,33.279999,15.4,12.8,60.349998,114344,53291,46885,214519
"BGD","Bangladesh","Asia, South",2009,32.290001,14.79,12.07,58.110001,110004,50470,43495,203969
"BGR","Bulgaria","Europe, Central",2000,8.5100002,7.21,1.8,17.43,571,486,129,1186
"BGR","Bulgaria","Europe, Central",2001,8.04,6.7800002,1.72,16.459999,541,458,122,1121
"BGR","Bulgaria","Europe, Central",2002,7.5700002,6.3099999,1.64,15.46,514,431,116,1061
"BGR","Bulgaria","Europe, Central",2003,7.1300001,5.8899999,1.5700001,14.53,490,407,111,1008
"BGR","Bulgaria","Europe, Central",2004,6.75,5.4899998,1.51,13.7,471,384,107,962
"BGR","Bulgaria","Europe, Central",2005,6.3899999,5.1500001,1.45,12.93,452,365,104,920
"BGR","Bulgaria","Europe, Central",2006,6.0799999,4.8499999,1.4,12.28,435,348,101,884
"BGR","Bulgaria","Europe, Central",2007,5.8400002,4.6199999,1.35,11.77,422,334,99,855
"BGR","Bulgaria","Europe, Central",2008,5.6399999,4.4099998,1.3099999,11.32,411,321,96,828
"BGR","Bulgaria","Europe, Central",2009,5.48,4.25,1.29,10.98,400,310,94,804
"BHR","Bahrain","North Africa / Middle East",2000,7.46,3.47,1.35,12.23,99,46,19,164
"BHR","Bahrain","North Africa / Middle East",2001,7.1599998,3.3099999,1.27,11.7,95,44,18,157
"BHR","Bahrain","North Africa / Middle East",2002,6.8499999,3.1800001,1.2,11.19,92,43,17,152
"BHR","Bahrain","North Africa / Middle East",2003,6.5700002,3.03,1.14,10.7,89,41,16,146
"BHR","Bahrain","North Africa / Middle East",2004,6.29,2.8800001,1.0700001,10.21,86,39,15,141
"BHR","Bahrain","North Africa / Middle East",2005,6.0300002,2.73,1,9.7399998,83,38,15,135
"BHR","Bahrain","North Africa / Middle East",2006,5.75,2.5899999,0.94,9.2600002,80,36,14,130
"BHR","Bahrain","North Africa / Middle East",2007,5.4699998,2.46,0.87,8.7799997,76,34,13,124
"BHR","Bahrain","North Africa / Middle East",2008,5.1999998,2.3199999,0.81,8.3000002,73,33,12,118
"BHR","Bahrain","North Africa / Middle East",2009,4.9099998,2.1800001,0.74000001,7.8299999,69,31,12,112
"BHS","Bahamas","Caribbean",2000,10.61,5.5700002,2.25,18.34,63,33,14,111
"BHS","Bahamas","Caribbean",2001,10.74,5.6300001,2.28,18.549999,63,33,14,109
"BHS","Bahamas","Caribbean",2002,11.06,5.8099999,2.3699999,19.120001,64,33,13,110
"BHS","Bahamas","Caribbean",2003,11.42,6.02,2.48,19.809999,65,34,14,112
"BHS","Bahamas","Caribbean",2004,11.78,6.2800002,2.5799999,20.52,67,35,14,115
"BHS","Bahamas","Caribbean",2005,11.98,6.3899999,2.6300001,20.860001,68,35,14,117
"BHS","Bahamas","Caribbean",2006,11.88,6.29,2.5999999,20.639999,67,35,15,117
"BHS","Bahamas","Caribbean",2007,11.42,6,2.46,19.76,65,34,14,113
"BHS","Bahamas","Caribbean",2008,10.71,5.6100001,2.29,18.51,61,32,14,107
"BHS","Bahamas","Caribbean",2009,10,5.1599998,2.0899999,17.17,57,30,13,99
"BIH","Bosnia and Herzegovina","Europe, Central",2000,5.8800001,3.5599999,0.94999999,10.37,234,143,44,422
"BIH","Bosnia and Herzegovina","Europe, Central",2001,5.48,3.27,0.88999999,9.6099997,212,128,40,379
"BIH","Bosnia and Herzegovina","Europe, Central",2002,5.4499998,3.25,0.88999999,9.5699997,204,122,37,363
"BIH","Bosnia and Herzegovina","Europe, Central",2003,5.1700001,3.04,0.83999997,9.0299997,189,112,34,336
"BIH","Bosnia and Herzegovina","Europe, Central",2004,5.0799999,2.95,0.82999998,8.8400002,182,106,33,320
"BIH","Bosnia and Herzegovina","Europe, Central",2005,5.0500002,2.96,0.81999999,8.8100004,178,104,31,312
"BIH","Bosnia and Herzegovina","Europe, Central",2006,5.25,3.0899999,0.86000001,9.1700001,183,106,30,318
"BIH","Bosnia and Herzegovina","Europe, Central",2007,5.0900002,2.98,0.83999997,8.8800001,176,103,30,309
"BIH","Bosnia and Herzegovina","Europe, Central",2008,4.9299998,2.8499999,0.81,8.5799999,170,98,29,297
"BIH","Bosnia and Herzegovina","Europe, Central",2009,4.7199998,2.74,0.77999997,8.2299995,162,94,28,284
"BLR","Belarus","Europe, Eastern",2000,9.6899996,5.4299998,1.8099999,16.85,890,503,187,1580
"BLR","Belarus","Europe, Eastern",2001,9.0299997,5.0999999,1.71,15.77,827,471,172,1470
"BLR","Belarus","Europe, Eastern",2002,8.3900003,4.79,1.61,14.72,770,443,160,1374
"BLR","Belarus","Europe, Eastern",2003,7.79,4.52,1.52,13.77,721,421,150,1291
"BLR","Belarus","Europe, Eastern",2004,7.27,4.29,1.4299999,12.94,680,402,141,1224
"BLR","Belarus","Europe, Eastern",2005,6.8299999,4.0999999,1.37,12.26,646,388,134,1169
"BLR","Belarus","Europe, Eastern",2006,6.48,3.96,1.3200001,11.72,618,378,129,1125
"BLR","Belarus","Europe, Eastern",2007,6.2199998,3.8399999,1.27,11.29,597,368,125,1090
"BLR","Belarus","Europe, Eastern",2008,6.0100002,3.73,1.23,10.94,580,359,121,1060
"BLR","Belarus","Europe, Eastern",2009,5.8299999,3.6400001,1.2,10.65,563,351,119,1032
"BLZ","Belize","Caribbean",2000,17.23,9.8900003,4.1999998,31.030001,129,73,32,233
"BLZ","Belize","Caribbean",2001,16.860001,9.6400003,4.0599999,30.290001,126,71,31,228
"BLZ","Belize","Caribbean",2002,16.5,9.3699999,3.9400001,29.549999,123,69,30,222
"BLZ","Belize","Caribbean",2003,16.110001,9.1000004,3.8399999,28.799999,120,67,29,216
"BLZ","Belize","Caribbean",2004,15.72,8.8199997,3.72,28.030001,117,65,28,210
"BLZ","Belize","Caribbean",2005,15.27,8.5,3.6099999,27.17,113,63,27,204
"BLZ","Belize","Caribbean",2006,14.82,8.2299995,3.48,26.32,110,61,27,197
"BLZ","Belize","Caribbean",2007,14.33,7.9400001,3.3299999,25.41,106,59,26,191
"BLZ","Belize","Caribbean",2008,13.86,7.6199999,3.2,24.51,103,57,25,185
"BLZ","Belize","Caribbean",2009,13.4,7.3200002,3.05,23.6,100,55,24,178
"BOL","Bolivia","Latin America, Andean",2000,23.879999,22.780001,16.82,62.16,6256,5989,4595,16841
"BOL","Bolivia","Latin America, Andean",2001,22.969999,21.690001,15.71,59.169998,6044,5708,4284,16037
"BOL","Bolivia","Latin America, Andean",2002,22.26,20.799999,14.81,56.779999,5879,5473,4019,15371
"BOL","Bolivia","Latin America, Andean",2003,21.75,20.17,14.11,55.02,5756,5294,3802,14852
"BOL","Bolivia","Latin America, Andean",2004,21.389999,19.68,13.6,53.689999,5665,5154,3630,14449
"BOL","Bolivia","Latin America, Andean",2005,21.110001,19.309999,13.13,52.619999,5587,5045,3497,14129
"BOL","Bolivia","Latin America, Andean",2006,20.85,18.93,12.73,51.610001,5509,4940,3384,13833
"BOL","Bolivia","Latin America, Andean",2007,20.51,18.5,12.33,50.490002,5407,4829,3278,13514
"BOL","Bolivia","Latin America, Andean",2008,20.129999,18.07,11.89,49.279999,5295,4709,3173,13177
"BOL","Bolivia","Latin America, Andean",2009,19.74,17.59,11.43,47.990002,5177,4578,3063,12818
"BRA","Brazil","Latin America, Tropical",2000,14.34,13.33,3.3900001,30.780001,52268,48720,13283,114272
"BRA","Brazil","Latin America, Tropical",2001,13.8,12.67,3.1400001,29.35,50028,46058,12403,108488
"BRA","Brazil","Latin America, Tropical",2002,13.34,12.03,2.9400001,28.08,47841,43288,11538,102668
"BRA","Brazil","Latin America, Tropical",2003,12.89,11.45,2.75,26.879999,45504,40582,10726,96813
"BRA","Brazil","Latin America, Tropical",2004,12.45,10.9,2.5799999,25.74,43077,37895,9977,90949
"BRA","Brazil","Latin America, Tropical",2005,12.04,10.39,2.4100001,24.65,40667,35253,9242,85161
"BRA","Brazil","Latin America, Tropical",2006,11.63,9.8999996,2.26,23.629999,38246,32735,8506,79487
"BRA","Brazil","Latin America, Tropical",2007,11.23,9.4300003,2.1099999,22.629999,35939,30322,7794,74055
"BRA","Brazil","Latin America, Tropical",2008,10.85,8.9799995,1.97,21.67,33770,28097,7129,68996
"BRA","Brazil","Latin America, Tropical",2009,10.47,8.5500002,1.84,20.74,31767,26078,6493,64338
"BRB","Barbados","Caribbean",2000,12.4,6.6700001,2.78,21.709999,38,20,9,67
"BRB","Barbados","Caribbean",2001,12,6.4099998,2.6600001,20.940001,36,19,9,64
"BRB","Barbados","Caribbean",2002,11.45,6.0500002,2.51,19.9,34,18,8,60
"BRB","Barbados","Caribbean",2003,10.77,5.6199999,2.3,18.59,32,17,8,56
"BRB","Barbados","Caribbean",2004,10.01,5.21,2.1199999,17.25,29,15,7,51
"BRB","Barbados","Caribbean",2005,9.2600002,4.7600002,1.91,15.86,27,14,6,47
"BRB","Barbados","Caribbean",2006,8.5699997,4.3200002,1.73,14.56,25,13,6,43
"BRB","Barbados","Caribbean",2007,7.9400001,3.95,1.5599999,13.4,23,11,5,40
"BRB","Barbados","Caribbean",2008,7.3699999,3.6199999,1.42,12.36,21,10,5,36
"BRB","Barbados","Caribbean",2009,6.8499999,3.3199999,1.29,11.42,20,10,4,33
"BRN","Brunei Darussalam","Asia Pacific, High Income",2000,5.4499998,2.6600001,1.14,9.2299995,42,20,9,72
"BRN","Brunei Darussalam","Asia Pacific, High Income",2001,5.4299998,2.6700001,1.14,9.2200003,42,20,9,71
"BRN","Brunei Darussalam","Asia Pacific, High Income",2002,5.4099998,2.6800001,1.14,9.1999998,41,20,9,71
"BRN","Brunei Darussalam","Asia Pacific, High Income",2003,5.3699999,2.6600001,1.14,9.1400003,41,20,9,70
"BRN","Brunei Darussalam","Asia Pacific, High Income",2004,5.3200002,2.6199999,1.12,9.0299997,41,20,9,69
"BRN","Brunei Darussalam","Asia Pacific, High Income",2005,5.1999998,2.5699999,1.1,8.8500004,40,20,9,68
"BRN","Brunei Darussalam","Asia Pacific, High Income",2006,5.0799999,2.51,1.08,8.6599998,39,19,8,67
"BRN","Brunei Darussalam","Asia Pacific, High Income",2007,4.9499998,2.45,1.05,8.4300003,38,19,8,66
"BRN","Brunei Darussalam","Asia Pacific, High Income",2008,4.75,2.3800001,1.01,8.1199999,37,19,8,64
"BRN","Brunei Darussalam","Asia Pacific, High Income",2009,4.5300002,2.3,0.97000003,7.7800002,35,18,8,61
"BTN","Bhutan","Asia, South",2000,43.849998,25.049999,21.77,88.089996,682,394,357,1433
"BTN","Bhutan","Asia, South",2001,42.18,23.709999,20.24,83.82,653,371,326,1350
"BTN","Bhutan","Asia, South",2002,40.700001,22.450001,18.75,79.809998,627,348,301,1277
"BTN","Bhutan","Asia, South",2003,39.23,21.27,17.42,76.040001,601,329,279,1208
"BTN","Bhutan","Asia, South",2004,37.779999,20.129999,16.15,72.379997,574,309,258,1141
"BTN","Bhutan","Asia, South",2005,36.400002,19.030001,15.02,68.93,548,290,239,1077
"BTN","Bhutan","Asia, South",2006,35.09,18.059999,13.93,65.720001,523,272,221,1016
