"iso","country","gbdRegion","year","neoMR","postneoMR","age1_5MR","under5MR","neoDeaths","postneoDeaths","age1_5Deaths","under5Deaths"
"AFG","Afghanistan","Asia, South",1990,69.779999,48.990002,54.439999,163.52,48610,31213,32221,112044
"AFG","Afghanistan","Asia, South",1991,68.879997,48.040001,53.049999,160.64,50283,31883,32199,114365
"AFG","Afghanistan","Asia, South",1992,68.040001,47.110001,51.630001,157.78,52290,32824,32548,117662
"AFG","Afghanistan","Asia, South",1993,67.309998,46.380001,50.349998,155.35001,54518,33988,33193,121699
"AFG","Afghanistan","Asia, South",1994,66.5,45.669998,49.299999,153.05,56693,35316,34077,126086
"AFG","Afghanistan","Asia, South",1995,65.839996,45,48.189999,150.87,58887,36576,35164,130628
"AFG","Afghanistan","Asia, South",1996,65.25,44.330002,47.16,148.8,60950,37773,36276,134999
"AFG","Afghanistan","Asia, South",1997,64.550003,43.610001,46.279999,146.74001,62690,38854,37321,138864
"AFG","Afghanistan","Asia, South",1998,63.959999,42.919998,45.380001,144.78999,64290,39838,38318,142445
"AFG","Afghanistan","Asia, South",1999,63.209999,42.389999,44.610001,142.92999,65473,40722,39154,145349
"AGO","Angola","Sub-Saharan Africa, Central",1990,52.32,84.120003,120.08,236.25,29688,44755,56131,130575
"AGO","Angola","Sub-Saharan Africa, Central",1991,52.169998,83.589996,119.04,234.8,30356,45653,57173,133182
"AGO","Angola","Sub-Saharan Africa, Central",1992,51.919998,82.82,117.58,232.69,30903,46395,58290,135587
"AGO","Angola","Sub-Saharan Africa, Central",1993,51.41,81.82,115.68,229.77,31224,46934,59198,137356
"AGO","Angola","Sub-Saharan Africa, Central",1994,50.889999,80.410004,113.47,226.25,31475,47126,59756,138357
"AGO","Angola","Sub-Saharan Africa, Central",1995,50.119999,78.879997,110.78,221.98,31546,47165,60004,138715
"AGO","Angola","Sub-Saharan Africa, Central",1996,49.619999,77.290001,107.7,217.50999,31782,47025,59907,138714
"AGO","Angola","Sub-Saharan Africa, Central",1997,48.740002,75.32,104.38,212.2,31830,46873,59496,138200
"AGO","Angola","Sub-Saharan Africa, Central",1998,48.07,73.190002,100.74,206.62,32049,46505,58886,137439
"AGO","Angola","Sub-Saharan Africa, Central",1999,47.02,70.959999,96.949997,200.48,32062,46223,58151,136436
"ALB","Albania","Europe, Central",1990,9.2200003,24.280001,7.0300002,40.060001,718,1890,550,3159
"ALB","Albania","Europe, Central",1991,8.9499998,23.5,6.8699999,38.889999,685,1803,540,3028
"ALB","Albania","Europe, Central",1992,8.6000004,22.5,6.6199999,37.310001,642,1691,524,2858
"ALB","Albania","Europe, Central",1993,8.1899996,21.219999,6.3400002,35.389999,594,1555,502,2651
"ALB","Albania","Europe, Central",1994,7.7199998,19.76,6.04,33.200001,541,1403,472,2417
"ALB","Albania","Europe, Central",1995,7.1900001,18.219999,5.6900001,30.83,485,1247,440,2171
"ALB","Albania","Europe, Central",1996,6.6900001,16.74,5.3600001,28.549999,431,1096,404,1931
"ALB","Albania","Europe, Central",1997,6.3200002,15.61,5.1199999,26.84,387,968,368,1723
"ALB","Albania","Europe, Central",1998,5.8400002,14.28,4.8200002,24.76,340,843,336,1519
"ALB","Albania","Europe, Central",1999,5.5300002,13.39,4.5999999,23.35,304,744,304,1352
"AND","Andorra","Europe, Western",1990,5.79,2.76,0.85000002,9.3699999,4,2,1,6
"AND","Andorra","Europe, Western",1991,5.6199999,2.6800001,0.82999998,9.1000004,4,2,1,6
"AND","Andorra","Europe, Western",1992,5.46,2.5999999,0.81,8.8599997,4,2,1,6
"AND","Andorra","Europe, Western",1993,5.3400002,2.55,0.79000002,8.6599998,4,2,1,6
"AND","Andorra","Europe, Western",1994,5.2199998,2.5,0.77999997,8.4700003,4,2,1,6
"AND","Andorra","Europe, Western",1995,5.1100001,2.4400001,0.75999999,8.29,4,2,1,6
"AND","Andorra","Europe, Western",1996,4.9899998,2.3800001,0.74000001,8.1000004,4,2,1,6
"AND","Andorra","Europe, Western",1997,4.8400002,2.3099999,0.72000003,7.8600001,3,2,1,6
"AND","Andorra","Europe, Western",1998,4.6900001,2.24,0.69999999,7.6199999,3,2,1,6
"AND","Andorra","Europe, Western",1999,4.54,2.1600001,0.68000001,7.3699999,3,2,1,5
"ARE","United Arab Emirates","North Africa / Middle East",1990,10.19,4.4299998,1.53,16.08,511,226,89,825
"ARE","United Arab Emirates","North Africa / Middle East",1991,9.5200005,4,1.33,14.79,479,204,79,762
"ARE","United Arab Emirates","North Africa / Middle East",1992,8.9099998,3.6099999,1.16,13.64,448,184,70,702
"ARE","United Arab Emirates","North Africa / Middle East",1993,8.3500004,3.26,1.01,12.58,418,166,62,646
"ARE","United Arab Emirates","North Africa / Middle East",1994,7.8000002,2.9400001,0.88,11.59,391,149,54,595
"ARE","United Arab Emirates","North Africa / Middle East",1995,7.29,2.6600001,0.76999998,10.69,367,135,47,549
"ARE","United Arab Emirates","North Africa / Middle East",1996,6.8000002,2.4000001,0.67000002,9.8500004,346,123,41,511
"ARE","United Arab Emirates","North Africa / Middle East",1997,6.3400002,2.1600001,0.57999998,9.0699997,329,113,36,478
"ARE","United Arab Emirates","North Africa / Middle East",1998,5.9000001,1.9299999,0.50999999,8.3299999,313,104,32,449
"ARE","United Arab Emirates","North Africa / Middle East",1999,5.48,1.73,0.44,7.6399999,299,96,28,422
"ARG","Argentina","Latin America, Southern",1990,15.47,10.5,2.21,27.959999,10827,7285,1539,19651
"ARG","Argentina","Latin America, Southern",1991,15.22,10.24,2.1600001,27.41,10713,7144,1500,19357
"ARG","Argentina","Latin America, Southern",1992,14.54,9.5,2.03,25.889999,10289,6772,1481,18542
"ARG","Argentina","Latin America, Southern",1993,14.05,8.9799995,1.9299999,24.799999,9956,6381,1429,17766
"ARG","Argentina","Latin America, Southern",1994,13.64,8.5699997,1.86,23.91,9676,6076,1361,17113
"ARG","Argentina","Latin America, Southern",1995,13.57,8.5,1.84,23.76,9605,5952,1308,16865
"ARG","Argentina","Latin America, Southern",1996,13.42,8.3599997,1.8200001,23.440001,9472,5853,1280,16604
"ARG","Argentina","Latin America, Southern",1997,12.75,7.6799998,1.6900001,21.99,8972,5468,1267,15707
"ARG","Argentina","Latin America, Southern",1998,12.79,7.73,1.7,22.08,8917,5319,1211,15447
"ARG","Argentina","Latin America, Southern",1999,12,6.96,1.5599999,20.41,8331,4918,1168,14416
"ARM","Armenia","Asia, Central",1990,22.74,22.73,6.27,50.939999,1665,1656,556,3877
"ARM","Armenia","Asia, Central",1991,22.49,22.16,6.1300001,50.009998,1575,1553,454,3582
"ARM","Armenia","Asia, Central",1992,22.16,21.469999,5.9699998,48.869999,1467,1430,439,3336
"ARM","Armenia","Asia, Central",1993,21.74,20.57,5.77,47.389999,1345,1291,412,3047
"ARM","Armenia","Asia, Central",1994,21.219999,19.52,5.54,45.639999,1215,1141,380,2737
"ARM","Armenia","Asia, Central",1995,20.549999,18.309999,5.2600002,43.540001,1085,993,344,2422
"ARM","Armenia","Asia, Central",1996,19.889999,16.91,5.0100002,41.290001,970,850,306,2126
"ARM","Armenia","Asia, Central",1997,19.1,15.62,4.6999998,38.950001,869,731,268,1867
"ARM","Armenia","Asia, Central",1998,18.27,14.33,4.3899999,36.580002,787,634,234,1655
"ARM","Armenia","Asia, Central",1999,17.459999,13.12,4.0700002,34.299999,728,558,205,1491
"ATG","Antigua and Barbuda","Caribbean",1990,10.62,5.3499999,2.1900001,18.059999,42,25,11,78
"ATG","Antigua and Barbuda","Caribbean",1991,11.14,5.6300001,2.3199999,18.99,45,27,12,84
"ATG","Antigua and Barbuda","Caribbean",1992,11.8,6.02,2.49,20.200001,47,29,12,88
"ATG","Antigua and Barbuda","Caribbean",1993,12.54,6.4299998,2.6800001,21.530001,49,30,13,93
"ATG","Antigua and Barbuda","Caribbean",1994,13.2,6.8699999,2.8800001,22.809999,51,32,15,98
"ATG","Antigua and Barbuda","Caribbean",1995,13.69,7.21,3.02,23.76,53,33,15,101
"ATG","Antigua and Barbuda","Caribbean",1996,14.01,7.3899999,3.1099999,24.34,53,34,16,104
"ATG","Antigua and Barbuda","Caribbean",1997,14.06,7.4099998,3.1300001,24.42,53,35,17,104
"ATG","Antigua and Barbuda","Caribbean",1998,13.93,7.3200002,3.0999999,24.190001,52,35,16,103
"ATG","Antigua and Barbuda","Caribbean",1999,13.73,7.1700001,3.03,23.77,50,34,16,101
"AUS","Australia","Australasia",1990,5.9899998,3,0.94999999,9.9200001,1525,764,238,2527
"AUS","Australia","Australasia",1991,5.4299998,2.75,0.87,9.0299997,1394,713,241,2348
"AUS","Australia","Australasia",1992,5.2199998,2.6600001,0.83999997,8.6999998,1342,684,230,2255
"AUS","Australia","Australasia",1993,4.7199998,2.4400001,0.76999998,7.9099998,1219,634,217,2070
"AUS","Australia","Australasia",1994,4.4299998,2.3,0.73000002,7.4400001,1138,593,206,1938
"AUS","Australia","Australasia",1995,4.23,2.22,0.69999999,7.1399999,1082,567,192,1841
"AUS","Australia","Australasia",1996,4.1700001,2.1900001,0.69,7.0300002,1057,554,182,1793
"AUS","Australia","Australasia",1997,4.0100002,2.1199999,0.67000002,6.7800002,1011,535,177,1723
"AUS","Australia","Australasia",1998,3.8499999,2.04,0.63999999,6.5100002,965,511,172,1648
"AUS","Australia","Australasia",1999,3.9300001,2.0699999,0.66000003,6.6500001,980,513,164,1657
"AUT","Austria","Europe, Western",1990,6.6100001,3.3499999,0.93000001,10.85,585,294,80,959
"AUT","Austria","Europe, Western",1991,6.3600001,3.26,0.89999998,10.49,566,289,81,937
"AUT","Austria","Europe, Western",1992,5.96,3.0699999,0.86000001,9.8699999,531,275,80,886
"AUT","Austria","Europe, Western",1993,5.1999998,2.6900001,0.76999998,8.6400003,462,244,77,783
"AUT","Austria","Europe, Western",1994,4.6100001,2.4300001,0.69999999,7.7199998,405,216,72,693
"AUT","Austria","Europe, Western",1995,4.04,2.1500001,0.63,6.8099999,350,188,65,603
"AUT","Austria","Europe, Western",1996,3.72,2,0.58999997,6.29,315,170,58,544
"AUT","Austria","Europe, Western",1997,3.5799999,1.92,0.56999999,6.0599999,297,160,53,510
"AUT","Austria","Europe, Western",1998,3.5699999,1.92,0.56999999,6.04,291,156,49,496
"AUT","Austria","Europe, Western",1999,3.55,1.91,0.56999999,6.0100002,285,153,47,486
"AZE","Azerbaijan","Asia, Central",1990,30.110001,38.240002,12.18,78.559998,5853,7190,2134,15177
"AZE","Azerbaijan","Asia, Central",1991,30.110001,38.040001,12.17,78.360001,5872,7204,2165,15242
"AZE","Azerbaijan","Asia, Central",1992,30.01,37.77,12.05,77.900002,5803,7136,2194,15133
"AZE","Azerbaijan","Asia, Central",1993,29.82,37.27,11.89,77.080002,5641,6951,2197,14788
"AZE","Azerbaijan","Asia, Central",1994,29.469999,36.299999,11.62,75.580002,5389,6621,2162,14171
"AZE","Azerbaijan","Asia, Central",1995,28.870001,34.900002,11.27,73.32,5050,6163,2085,13298
"AZE","Azerbaijan","Asia, Central",1996,28.280001,33.150002,10.8,70.639999,4697,5602,1970,12268
"AZE","Azerbaijan","Asia, Central",1997,27.450001,31.18,10.23,67.419998,4326,5031,1825,11182
"AZE","Azerbaijan","Asia, Central",1998,26.450001,28.969999,9.6000004,63.720001,3975,4476,1659,10110
"AZE","Azerbaijan","Asia, Central",1999,25.309999,26.530001,8.9099998,59.630001,3664,3958,1487,9110
"BDI","Burundi","Sub-Saharan Africa, East",1990,37.639999,46.470001,101.77,175.75999,9847,11691,23690,45228
"BDI","Burundi","Sub-Saharan Africa, East",1991,37.459999,46.130001,100.83,174.44,9842,11709,24049,45600
"BDI","Burundi","Sub-Saharan Africa, East",1992,37.18,45.75,99.449997,172.60001,9764,11656,24169,45589
"BDI","Burundi","Sub-Saharan Africa, East",1993,36.900002,45.299999,97.470001,170.14,9652,11525,24038,45214
"BDI","Burundi","Sub-Saharan Africa, East",1994,36.599998,44.599998,95.370003,167.34,9510,11322,23660,44492
"BDI","Burundi","Sub-Saharan Africa, East",1995,36.290001,43.900002,92.830002,164.13,9350,11063,23107,43520
"BDI","Burundi","Sub-Saharan Africa, East",1996,35.919998,43.299999,90.510002,161.14999,9168,10812,22432,42412
"BDI","Burundi","Sub-Saharan Africa, East",1997,35.52,42.560001,88.339996,158.14,8977,10550,21711,41238
"BDI","Burundi","Sub-Saharan Africa, East",1998,35.110001,41.860001,86.230003,155.22,8796,10282,21003,40080
"BDI","Burundi","Sub-Saharan Africa, East",1999,34.73,41.220001,84.410004,152.64,8641,10041,20328,39011
"BEL","Belgium","Europe, Western",1990,5.7800002,3.5599999,0.93000001,10.24,689,422,112,1224
"BEL","Belgium","Europe, Western",1991,5.77,3.55,0.93000001,10.23,689,421,110,1220
"BEL","Belgium","Europe, Western",1992,5.5900002,3.47,0.89999998,9.9399996,668,413,109,1190
"BEL","Belgium","Europe, Western",1993,5.1799998,3.28,0.85000002,9.2799997,618,392,108,1118
"BEL","Belgium","Europe, Western",1994,4.6300001,3,0.77999997,8.3800001,549,359,104,1012
"BEL","Belgium","Europe, Western",1995,3.97,2.6500001,0.69,7.29,468,316,96,880
"BEL","Belgium","Europe, Western",1996,3.5699999,2.4300001,0.63,6.6100001,415,285,87,786
"BEL","Belgium","Europe, Western",1997,3.51,2.3800001,0.62,6.5,402,273,77,752
"BEL","Belgium","Europe, Western",1998,3.4400001,2.3499999,0.61000001,6.3899999,390,267,72,729
"BEL","Belgium","Europe, Western",1999,3.3599999,2.3099999,0.60000002,6.2600002,378,260,71,709
"BEN","Benin","Sub-Saharan Africa, West",1990,45.380001,53.200001,88.839996,176.47,9991,11210,17165,38366
"BEN","Benin","Sub-Saharan Africa, West",1991,44.470001,51.990002,86.080002,172.12,10060,11260,17143,38462
"BEN","Benin","Sub-Saharan Africa, West",1992,43.610001,50.82,83.449997,167.98,10129,11345,17118,38592
"BEN","Benin","Sub-Saharan Africa, West",1993,42.779999,49.639999,80.949997,163.95,10196,11423,17073,38692
"BEN","Benin","Sub-Saharan Africa, West",1994,41.990002,48.48,78.599998,160.09,10259,11449,17005,38713
"BEN","Benin","Sub-Saharan Africa, West",1995,41.25,47.34,76.379997,156.39999,10325,11460,16976,38761
"BEN","Benin","Sub-Saharan Africa, West",1996,40.5,46.23,74.230003,152.78999,10380,11471,16951,38802
"BEN","Benin","Sub-Saharan Africa, West",1997,39.720001,45.139999,71.919998,149.02,10420,11479,16916,38815
"BEN","Benin","Sub-Saharan Africa, West",1998,38.970001,44,69.589996,145.17999,10458,11467,16837,38763
"BEN","Benin","Sub-Saharan Africa, West",1999,38.099998,42.849998,67.209999,141.2,10466,11454,16715,38635
"BFA","Burkina Faso","Sub-Saharan Africa, West",1990,45.950001,58.619999,114.53,204.74001,19355,23371,41421,84147
"BFA","Burkina Faso","Sub-Saharan Africa, West",1991,45.740002,58.34,113.78,203.64999,19733,23796,42027,85555
"BFA","Burkina Faso","Sub-Saharan Africa, West",1992,45.59,58.049999,113.24,202.8,20137,24241,42779,87157
"BFA","Burkina Faso","Sub-Saharan Africa, West",1993,45.380001,57.73,112.38,201.57001,20516,24702,43613,88830
"BFA","Burkina Faso","Sub-Saharan Africa, West",1994,44.959999,57.189999,111.14,199.64999,20802,25136,44382,90319
"BFA","Burkina Faso","Sub-Saharan Africa, West",1995,44.450001,56.459999,109.34,196.98,21035,25472,44995,91502
"BFA","Burkina Faso","Sub-Saharan Africa, West",1996,43.650002,55.349998,106.95,193.21001,21122,25684,45407,92213
"BFA","Burkina Faso","Sub-Saharan Africa, West",1997,42.810001,54.189999,104.09,188.92,21165,25812,45566,92544
"BFA","Burkina Faso","Sub-Saharan Africa, West",1998,41.799999,52.880001,100.76,183.91,21120,25941,45455,92517
"BFA","Burkina Faso","Sub-Saharan Africa, West",1999,40.57,51.200001,97.050003,178.03999,20979,25887,44999,91865
"BGD","Bangladesh","Asia, South",1990,64.510002,37.849998,43.93,139.47,258790,148852,172236,579878
"BGD","Bangladesh","Asia, South",1991,62.419998,36.209999,41.369999,133.75,248848,141892,162042,552782
"BGD","Bangladesh","Asia, South",1992,60.310001,34.549999,38.830002,128,239051,135442,152230,526722
"BGD","Bangladesh","Asia, South",1993,58.259998,32.970001,36.400002,122.45,229729,130526,142662,502917
"BGD","Bangladesh","Asia, South",1994,56.259998,31.41,34.080002,117.05,220834,123887,132911,477633
"BGD","Bangladesh","Asia, South",1995,54.279999,29.889999,31.860001,111.78,212201,117566,124403,454169
"BGD","Bangladesh","Asia, South",1996,52.34,28.440001,29.74,106.67,203891,111493,116334,431719
"BGD","Bangladesh","Asia, South",1997,50.400002,27.059999,27.719999,101.71,195662,105841,108683,410185
"BGD","Bangladesh","Asia, South",1998,48.580002,25.690001,25.809999,96.940002,187802,100156,101402,389360
"BGD","Bangladesh","Asia, South",1999,46.75,24.389999,24.030001,92.339996,179881,94776,94527,369184
"BGR","Bulgaria","Europe, Central",1990,8.9099998,7.6100001,1.86,18.27,912,777,211,1900
"BGR","Bulgaria","Europe, Central",1991,8.96,7.6700001,1.86,18.389999,866,738,201,1805
"BGR","Bulgaria","Europe, Central",1992,9.0699997,7.7800002,1.88,18.629999,823,704,192,1719
"BGR","Bulgaria","Europe, Central",1993,9.21,7.9200001,1.91,18.940001,786,672,183,1641
"BGR","Bulgaria","Europe, Central",1994,9.3599997,8.0799999,1.9299999,19.26,752,645,175,1573
"BGR","Bulgaria","Europe, Central",1995,9.4799995,8.1999998,1.96,19.52,722,621,166,1510
"BGR","Bulgaria","Europe, Central",1996,9.5200005,8.25,1.96,19.620001,694,598,158,1450
"BGR","Bulgaria","Europe, Central",1997,9.4300003,8.1599998,1.9400001,19.43,664,573,151,1388
"BGR","Bulgaria","Europe, Central",1998,9.2200003,7.96,1.91,18.99,633,546,143,1323
"BGR","Bulgaria","Europe, Central",1999,8.9099998,7.6100001,1.86,18.280001,602,516,136,1253
"BHR","Bahrain","North Africa / Middle East",1990,11.19,5.4499998,2.5,19.030001,159,77,37,273
"BHR","Bahrain","North Africa / Middle East",1991,10.77,5.23,2.3699999,18.27,152,74,36,261
"BHR","Bahrain","North Africa / Middle East",1992,10.37,5.0100002,2.23,17.52,145,70,34,249
"BHR","Bahrain","North Africa / Middle East",1993,9.9700003,4.7800002,2.0999999,16.77,137,66,32,235
"BHR","Bahrain","North Africa / Middle East",1994,9.5500002,4.5700002,1.97,16.02,130,62,30,222
"BHR","Bahrain","North Africa / Middle East",1995,9.1700001,4.3699999,1.84,15.31,123,59,28,210
"BHR","Bahrain","North Africa / Middle East",1996,8.8000002,4.1500001,1.72,14.61,117,55,26,198
"BHR","Bahrain","North Africa / Middle East",1997,8.4200001,3.97,1.61,13.95,111,53,24,187
"BHR","Bahrain","North Africa / Middle East",1998,8.0799999,3.79,1.52,13.34,106,50,22,178
"BHR","Bahrain","North Africa / Middle East",1999,7.75,3.6199999,1.4299999,12.76,102,48,21,170
"BHS","Bahamas","Caribbean",1990,19.75,11.67,4.96,35.990002,120,70,30,220
"BHS","Bahamas","Caribbean",1991,18.6,10.88,4.6300001,33.77,115,68,29,212
"BHS","Bahamas","Caribbean",1992,17.27,9.9300003,4.21,31.120001,108,63,28,199
"BHS","Bahamas","Caribbean",1993,15.95,8.9899998,3.79,28.49,101,58,26,185
"BHS","Bahamas","Caribbean",1994,14.7,8.1599998,3.4100001,26.08,94,53,24,171
"BHS","Bahamas","Caribbean",1995,13.56,7.3800001,3.0899999,23.870001,87,48,22,157
"BHS","Bahamas","Caribbean",1996,12.55,6.73,2.8,21.940001,80,44,20,143
"BHS","Bahamas","Caribbean",1997,11.72,6.23,2.55,20.379999,74,40,18,132
"BHS","Bahamas","Caribbean",1998,11.07,5.8600001,2.3800001,19.200001,69,37,17,122
"BHS","Bahamas","Caribbean",1999,10.69,5.6199999,2.28,18.49,65,34,15,115
"BIH","Bosnia and Herzegovina","Europe, Central",1990,9.7799997,6.5300002,1.5,17.719999,600,410,113,1123
"BIH","Bosnia and Herzegovina","Europe, Central",1991,9.71,6.48,1.5,17.6,553,370,102,1026
"BIH","Bosnia and Herzegovina","Europe, Central",1992,9.4099998,6.1999998,1.46,16.99,500,333,93,926
"BIH","Bosnia and Herzegovina","Europe, Central",1993,9.0500002,5.9499998,1.4,16.33,451,299,86,836
"BIH","Bosnia and Herzegovina","Europe, Central",1994,8.6499996,5.6900001,1.35,15.62,409,271,78,757
"BIH","Bosnia and Herzegovina","Europe, Central",1995,8.3299999,5.4099998,1.3099999,14.99,378,247,70,695
"BIH","Bosnia and Herzegovina","Europe, Central",1996,8,5.0900002,1.26,14.29,353,226,64,642
"BIH","Bosnia and Herzegovina","Europe, Central",1997,7.5599999,4.79,1.1900001,13.48,326,208,59,592
"BIH","Bosnia and Herzegovina","Europe, Central",1998,7.0700002,4.4200001,1.11,12.56,298,188,54,540
"BIH","Bosnia and Herzegovina","Europe, Central",1999,6.21,3.79,0.99000001,10.97,256,160,50,465
"BLR","Belarus","Europe, Eastern",1990,12.76,6.6399999,2.22,21.49,1849,962,354,3166
"BLR","Belarus","Europe, Eastern",1991,12.7,6.6500001,2.22,21.450001,1744,911,338,2992
"BLR","Belarus","Europe, Eastern",1992,12.65,6.6500001,2.22,21.389999,1636,859,323,2818
"BLR","Belarus","Europe, Eastern",1993,12.64,6.6599998,2.22,21.4,1537,809,307,2654
"BLR","Belarus","Europe, Eastern",1994,12.53,6.6300001,2.22,21.25,1434,759,291,2484
"BLR","Belarus","Europe, Eastern",1995,12.32,6.54,2.1900001,20.92,1331,709,273,2313
"BLR","Belarus","Europe, Eastern",1996,11.98,6.4200001,2.1500001,20.43,1231,663,255,2150
"BLR","Belarus","Europe, Eastern",1997,11.5,6.25,2.0799999,19.73,1134,620,237,1991
"BLR","Belarus","Europe, Eastern",1998,10.94,6.0100002,2.01,18.860001,1044,578,219,1841
"BLR","Belarus","Europe, Eastern",1999,10.34,5.7399998,1.91,17.889999,963,539,202,1704
"BLZ","Belize","Caribbean",1990,23.49,14.36,6.29,43.57,164,100,44,308
"BLZ","Belize","Caribbean",1991,22.450001,13.58,5.9499998,41.459999,159,97,42,298
"BLZ","Belize","Caribbean",1992,21.530001,12.92,5.6199999,39.599998,155,93,40,289
"BLZ","Belize","Caribbean",1993,20.74,12.33,5.3099999,37.950001,151,90,39,280
"BLZ","Belize","Caribbean",1994,20.01,11.78,5.0599999,36.459999,148,87,38,272
"BLZ","Belize","Caribbean",1995,19.43,11.34,4.8800001,35.27,144,84,36,264
"BLZ","Belize","Caribbean",1996,18.889999,10.97,4.71,34.23,141,81,35,257
"BLZ","Belize","Caribbean",1997,18.370001,10.65,4.5700002,33.27,137,79,34,251
"BLZ","Belize","Caribbean",1998,17.950001,10.35,4.4400001,32.43,134,77,33,244
"BLZ","Belize","Caribbean",1999,17.59,10.11,4.3099999,31.719999,131,75,33,239
"BOL","Bolivia","Latin America, Andean",1990,35.73,37.950001,34.09,103.95,8717,9147,7926,25790
"BOL","Bolivia","Latin America, Andean",1991,34.610001,36.380001,32.18,99.669998,8575,8918,7634,25127
"BOL","Bolivia","Latin America, Andean",1992,33.52,34.849998,30.309999,95.480003,8412,8669,7351,24433
"BOL","Bolivia","Latin America, Andean",1993,32.43,33.369999,28.530001,91.400002,8222,8402,7065,23688
"BOL","Bolivia","Latin America, Andean",1994,31.32,31.9,26.77,87.330002,8000,8114,6766,22879
"BOL","Bolivia","Latin America, Andean",1995,30.139999,30.41,25.040001,83.18,7738,7803,6448,21989
"BOL","Bolivia","Latin America, Andean",1996,28.93,28.82,23.25,78.839996,7457,7450,6108,21014
"BOL","Bolivia","Latin America, Andean",1997,27.6,27.190001,21.41,74.300003,7141,7079,5741,19961
"BOL","Bolivia","Latin America, Andean",1998,26.280001,25.559999,19.690001,69.860001,6825,6691,5346,18862
"BOL","Bolivia","Latin America, Andean",1999,24.959999,24.059999,18.139999,65.68,6512,6323,4955,17790
"BRA","Brazil","Latin America, Tropical",1990,21.629999,23.790001,7.4699998,52.040001,78386,86842,29544,194772
"BRA","Brazil","Latin America, Tropical",1991,20.809999,22.559999,6.9299998,49.540001,74587,81325,27106,183018
"BRA","Brazil","Latin America, Tropical",1992,20.01,21.299999,6.4200001,47.040001,71182,76252,24856,172290
"BRA","Brazil","Latin America, Tropical",1993,19.17,20.08,5.9400001,44.57,67998,71674,22820,162492
"BRA","Brazil","Latin America, Tropical",1994,18.34,18.940001,5.46,42.189999,65109,67577,20984,153669
"BRA","Brazil","Latin America, Tropical",1995,17.559999,17.790001,5.0300002,39.900002,62609,63742,19299,145649
"BRA","Brazil","Latin America, Tropical",1996,16.83,16.76,4.6300001,37.790001,60387,60323,17793,138503
"BRA","Brazil","Latin America, Tropical",1997,16.129999,15.78,4.2800002,35.790001,58252,57188,16479,131919
"BRA","Brazil","Latin America, Tropical",1998,15.48,14.89,3.9400001,33.959999,56246,54259,15315,125820
"BRA","Brazil","Latin America, Tropical",1999,14.9,14.08,3.6600001,32.32,54319,51445,14253,120017
"BRB","Barbados","Caribbean",1990,14.84,8.25,3.46,26.35,60,33,15,108
"BRB","Barbados","Caribbean",1991,14.46,8.0299997,3.3499999,25.65,57,32,14,102
"BRB","Barbados","Caribbean",1992,14.05,7.71,3.22,24.799999,54,30,13,97
"BRB","Barbados","Caribbean",1993,13.74,7.4499998,3.1099999,24.129999,51,28,13,91
"BRB","Barbados","Caribbean",1994,13.39,7.29,3.03,23.549999,48,26,12,86
"BRB","Barbados","Caribbean",1995,13.19,7.1799998,2.98,23.190001,46,25,11,82
"BRB","Barbados","Caribbean",1996,13.09,7.0900002,2.96,22.99,44,24,11,79
"BRB","Barbados","Caribbean",1997,12.94,7.04,2.9300001,22.76,42,23,10,76
"BRB","Barbados","Caribbean",1998,12.79,6.9499998,2.9000001,22.49,41,22,10,73
"BRB","Barbados","Caribbean",1999,12.69,6.8299999,2.8399999,22.219999,39,21,9,70
"BRN","Brunei Darussalam","Asia Pacific, High Income",1990,6.9299998,3.1800001,1.37,11.45,50,23,10,82
"BRN","Brunei Darussalam","Asia Pacific, High Income",1991,6.6900001,3.0999999,1.33,11.08,49,23,9,82
"BRN","Brunei Darussalam","Asia Pacific, High Income",1992,6.4400001,3.03,1.3,10.73,49,23,9,81
"BRN","Brunei Darussalam","Asia Pacific, High Income",1993,6.2199998,2.96,1.27,10.42,48,23,9,81
"BRN","Brunei Darussalam","Asia Pacific, High Income",1994,6.0300002,2.8800001,1.24,10.12,48,23,10,80
"BRN","Brunei Darussalam","Asia Pacific, High Income",1995,5.8499999,2.8099999,1.21,9.8400002,47,22,10,78
"BRN","Brunei Darussalam","Asia Pacific, High Income",1996,5.6999998,2.75,1.1799999,9.6099997,45,22,9,77
"BRN","Brunei Darussalam","Asia Pacific, High Income",1997,5.5900002,2.71,1.16,9.4300003,44,21,9,75
"BRN","Brunei Darussalam","Asia Pacific, High Income",1998,5.5100002,2.6700001,1.15,9.3100004,43,21,9,74
"BRN","Brunei Darussalam","Asia Pacific, High Income",1999,5.4699998,2.6600001,1.14,9.25,43,21,9,73
"BTN","Bhutan","Asia, South",1990,63.669998,42.880001,45.689999,144.77,1298,862,927,3086
"BTN","Bhutan","Asia, South",1991,61.5,40.75,42.549999,138.03999,1223,810,864,2897
"BTN","Bhutan","Asia, South",1992,59.330002,38.689999,39.599998,131.53999,1143,752,797,2692
"BTN","Bhutan","Asia, South",1993,57.209999,36.700001,36.790001,125.22,1064,700,729,2493
"BTN","Bhutan","Asia, South",1994,55.080002,34.720001,34.150002,119.04,986,643,659,2289
"BTN","Bhutan","Asia, South",1995,52.959999,32.919998,31.790001,113.25,914,587,593,2094
"BTN","Bhutan","Asia, South",1996,50.990002,31.299999,29.379999,107.7,852,536,535,1923
"BTN","Bhutan","Asia, South",1997,49.09,29.639999,27.27,102.43,798,493,481,1771
