"iso","country","gbdRegion","year","neoMR","postneoMR","age1_5MR","under5MR","neoDeaths","postneoDeaths","age1_5Deaths","under5Deaths"
"AGO","Angola","Sub-Saharan Africa, Central",1977,57.639999,99.07,149.10001,277.57999,21735,34879,45547,102161
"AGO","Angola","Sub-Saharan Africa, Central",1978,57.240002,97.75,146.16,273.72,22283,35518,46048,103850
"AGO","Angola","Sub-Saharan Africa, Central",1979,56.709999,96.43,143.85001,270.26999,22816,36229,46617,105663
"ALB","Albania","Europe, Central",1970,14.72,41.34,10.38,65.25,1033,3007,734,4775
"ALB","Albania","Europe, Central",1971,13.67,37.959999,9.8100004,60.419998,965,2764,694,4423
"ALB","Albania","Europe, Central",1972,12.75,34.990002,9.2700005,56.130001,903,2551,658,4112
"ALB","Albania","Europe, Central",1973,11.94,32.380001,8.7700005,52.310001,852,2347,631,3829
"ALB","Albania","Europe, Central",1974,11.2,30.059999,8.3199997,48.91,800,2178,602,3580
"ALB","Albania","Europe, Central",1975,10.54,28.1,7.9000001,45.93,754,2033,575,3362
"ALB","Albania","Europe, Central",1976,10.04,26.540001,7.5900002,43.630001,719,1916,549,3184
"ALB","Albania","Europe, Central",1977,9.6999998,25.559999,7.4000001,42.150002,697,1839,528,3064
"ALB","Albania","Europe, Central",1978,9.5200005,24.99,7.3000002,41.32,687,1797,514,2998
"ALB","Albania","Europe, Central",1979,9.5500002,25.17,7.3000002,41.529999,693,1805,507,3006
"AND","Andorra","Europe, Western",1970,10.13,4.8200002,1.4299999,16.309999,4,2,1,7
"AND","Andorra","Europe, Western",1971,9.75,4.6399999,1.38,15.71,4,2,1,7
"AND","Andorra","Europe, Western",1972,9.3900003,4.4699998,1.33,15.12,4,2,1,7
"AND","Andorra","Europe, Western",1973,9.0200005,4.29,1.28,14.54,4,2,1,7
"AND","Andorra","Europe, Western",1974,8.6800003,4.1399999,1.24,14,4,2,1,7
"AND","Andorra","Europe, Western",1975,8.3900003,4,1.2,13.54,4,2,1,7
"AND","Andorra","Europe, Western",1976,8.1199999,3.8599999,1.16,13.1,4,2,1,7
"AND","Andorra","Europe, Western",1977,7.8699999,3.74,1.13,12.69,4,2,1,7
"AND","Andorra","Europe, Western",1978,7.6300001,3.6400001,1.1,12.32,4,2,1,7
"AND","Andorra","Europe, Western",1979,7.4299998,3.54,1.0700001,12,4,2,1,6
"ARE","United Arab Emirates","North Africa / Middle East",1970,33.810001,30.48,19.049999,81.099998,307,267,142,716
"ARE","United Arab Emirates","North Africa / Middle East",1971,32.299999,28.209999,17.16,75.739998,332,279,142,753
"ARE","United Arab Emirates","North Africa / Middle East",1972,30.92,26.07,15.46,70.779999,361,295,144,800
"ARE","United Arab Emirates","North Africa / Middle East",1973,29.559999,24.1,13.85,66.07,396,312,147,854
"ARE","United Arab Emirates","North Africa / Middle East",1974,28.139999,22.129999,12.38,61.41,431,329,151,910
"ARE","United Arab Emirates","North Africa / Middle East",1975,26.639999,20.389999,11.01,56.990002,464,346,154,965
"ARE","United Arab Emirates","North Africa / Middle East",1976,25.290001,18.67,9.8100004,52.869999,498,360,158,1016
"ARE","United Arab Emirates","North Africa / Middle East",1977,23.83,17,8.6599998,48.73,526,370,161,1057
"ARE","United Arab Emirates","North Africa / Middle East",1978,22.440001,15.47,7.6100001,44.880001,551,376,162,1089
"ARE","United Arab Emirates","North Africa / Middle East",1979,21.18,14.13,6.71,41.490002,572,378,162,1112
"ARG","Argentina","Latin America, Southern",1970,32.610001,35.360001,6.2399998,72.629997,17674,17903,2925,38503
"ARG","Argentina","Latin America, Southern",1971,31.91,34.119999,6.0500002,70.599998,17792,18798,3056,39646
"ARG","Argentina","Latin America, Southern",1972,30.73,31.9,5.71,67.010002,17647,18493,3085,39224
"ARG","Argentina","Latin America, Southern",1973,29.52,29.889999,5.3800001,63.599998,17660,17814,3005,38479
"ARG","Argentina","Latin America, Southern",1974,28.24,27.870001,5.1100001,60.150002,17505,17258,2926,37689
"ARG","Argentina","Latin America, Southern",1975,26.940001,25.82,4.7800002,56.59,17266,16602,2871,36740
"ARG","Argentina","Latin America, Southern",1976,25.9,24.25,4.5100002,53.810001,17073,15947,2811,35831
"ARG","Argentina","Latin America, Southern",1977,25.290001,23.34,4.3699999,52.200001,17021,15506,2750,35277
"ARG","Argentina","Latin America, Southern",1978,22.889999,19.799999,3.79,45.869999,15664,14278,2728,32670
"ARG","Argentina","Latin America, Southern",1979,20.68,16.799999,3.29,40.299999,14227,12159,2539,28926
"ARM","Armenia","Asia, Central",1970,35.630001,57.169998,13.62,103.14,2038,3309,761,6108
"ARM","Armenia","Asia, Central",1971,34.82,54.41,13.1,99.279999,2003,3168,718,5889
"ARM","Armenia","Asia, Central",1972,34.029999,51.900002,12.6,95.699997,1984,3047,685,5716
"ARM","Armenia","Asia, Central",1973,33.150002,49.189999,12.03,91.760002,1980,2923,667,5570
"ARM","Armenia","Asia, Central",1974,32.259998,46.639999,11.46,87.970001,1968,2827,647,5442
"ARM","Armenia","Asia, Central",1975,31.42,44.220001,10.96,84.400002,1962,2741,630,5334
"ARM","Armenia","Asia, Central",1976,30.59,41.810001,10.43,80.82,1962,2662,616,5240
"ARM","Armenia","Asia, Central",1977,29.75,39.619999,9.9499998,77.459999,1962,2591,604,5156
"ARM","Armenia","Asia, Central",1978,29.01,37.610001,9.5,74.410004,1969,2527,592,5088
"ARM","Armenia","Asia, Central",1979,28.27,35.720001,9.1099997,71.519997,1975,2470,583,5028
"ATG","Antigua and Barbuda","Caribbean",1970,24.120001,14.26,6.2600002,44.060001,63,44,21,129
"ATG","Antigua and Barbuda","Caribbean",1971,22.809999,13.34,5.8499999,41.5,59,40,19,118
"ATG","Antigua and Barbuda","Caribbean",1972,22.370001,12.96,5.73,40.580002,58,37,18,112
"ATG","Antigua and Barbuda","Caribbean",1973,22.620001,13.07,5.7600002,40.950001,59,36,17,112
"ATG","Antigua and Barbuda","Caribbean",1974,23.049999,13.39,5.8899999,41.799999,61,37,17,116
"ATG","Antigua and Barbuda","Caribbean",1975,23.440001,13.65,6.02,42.580002,63,39,18,120
"ATG","Antigua and Barbuda","Caribbean",1976,23.280001,13.61,5.9699998,42.330002,64,41,19,123
"ATG","Antigua and Barbuda","Caribbean",1977,22.389999,13.08,5.7199998,40.709999,62,41,20,123
"ATG","Antigua and Barbuda","Caribbean",1978,20.889999,12.02,5.23,37.709999,60,40,19,119
"ATG","Antigua and Barbuda","Caribbean",1979,19.01,10.75,4.6399999,34.060001,56,38,18,113
"AUS","Australia","Australasia",1970,14.59,6.5300002,2.0999999,23.09,3638,1614,484,5736
"AUS","Australia","Australasia",1971,14.53,6.5100002,2.1099999,23.01,3659,1642,504,5805
"AUS","Australia","Australasia",1972,13.36,6.0599999,1.95,21.25,3381,1585,514,5479
"AUS","Australia","Australasia",1973,12.17,5.5799999,1.79,19.440001,3074,1440,500,5014
"AUS","Australia","Australasia",1974,11.38,5.27,1.6900001,18.25,2828,1326,464,4618
"AUS","Australia","Australasia",1975,9.96,4.6799998,1.5,16.07,2432,1180,431,4043
"AUS","Australia","Australasia",1976,9.3900003,4.4499998,1.42,15.2,2232,1069,391,3692
"AUS","Australia","Australasia",1977,9.0900002,4.3400002,1.38,14.76,2116,1012,352,3480
"AUS","Australia","Australasia",1978,9.2600002,4.4099998,1.4,15.01,2119,998,332,3448
"AUS","Australia","Australasia",1979,9.2399998,4.3899999,1.4,14.97,2103,992,322,3417
"AUT","Austria","Europe, Western",1970,18.82,8.6199999,2.1400001,29.360001,2147,997,264,3408
"AUT","Austria","Europe, Western",1971,18.75,8.6000004,2.1300001,29.26,2051,949,254,3253
"AUT","Austria","Europe, Western",1972,18.309999,8.4200001,2.0899999,28.610001,1919,900,243,3062
"AUT","Austria","Europe, Western",1973,17.42,8.0600004,2.01,27.299999,1758,828,230,2816
"AUT","Austria","Europe, Western",1974,17.33,8.0200005,2,27.16,1675,772,214,2661
"AUT","Austria","Europe, Western",1975,15.53,7.29,1.84,24.5,1457,713,201,2371
"AUT","Austria","Europe, Western",1976,13.43,6.3800001,1.63,21.32,1229,614,184,2027
"AUT","Austria","Europe, Western",1977,12.11,5.77,1.5,19.290001,1087,533,161,1780
"AUT","Austria","Europe, Western",1978,11.15,5.3899999,1.41,17.860001,990,486,141,1617
"AUT","Austria","Europe, Western",1979,10.75,5.21,1.36,17.25,951,461,129,1541
"AZE","Azerbaijan","Asia, Central",1970,44.279999,86.889999,25.719999,149.78,6623,12761,3617,23001
"AZE","Azerbaijan","Asia, Central",1971,43.509998,84.080002,24.809999,145.67,6373,12075,3441,21888
"AZE","Azerbaijan","Asia, Central",1972,42.869999,81.410004,24.01,141.89999,6170,11460,3262,20892
"AZE","Azerbaijan","Asia, Central",1973,42.18,78.980003,23.190001,138.28999,6001,10946,3128,20074
"AZE","Azerbaijan","Asia, Central",1974,41.650002,76.650002,22.700001,135.2,5909,10554,2978,19441
"AZE","Azerbaijan","Asia, Central",1975,41.150002,73.870003,22.07,131.58,5867,10214,2875,18957
"AZE","Azerbaijan","Asia, Central",1976,40.41,71.160004,21.26,127.65,5834,9944,2796,18575
"AZE","Azerbaijan","Asia, Central",1977,39.580002,68.330002,20.440001,123.49,5814,9793,2719,18327
"AZE","Azerbaijan","Asia, Central",1978,38.91,65.480003,19.629999,119.48,5836,9562,2644,18042
"AZE","Azerbaijan","Asia, Central",1979,38.040001,62.049999,18.83,114.72,5836,9330,2592,17758
"BDI","Burundi","Sub-Saharan Africa, East",1970,45.200001,58.869999,142.84,229.75999,6963,8687,19366,35017
"BDI","Burundi","Sub-Saharan Africa, East",1971,44.880001,58.349998,140.85001,227.28999,6989,8701,19329,35019
"BDI","Burundi","Sub-Saharan Africa, East",1972,44.560001,57.75,138.89999,224.78999,7016,8718,19292,35027
"BDI","Burundi","Sub-Saharan Africa, East",1973,44.09,57.099998,136.64999,221.84,6995,8674,19358,35028
"BDI","Burundi","Sub-Saharan Africa, East",1974,43.560001,56.349998,134.39,218.75,7014,8690,19287,34991
"BDI","Burundi","Sub-Saharan Africa, East",1975,42.990002,55.610001,131.50999,215.06,7047,8725,19222,34994
"BDI","Burundi","Sub-Saharan Africa, East",1976,42.509998,54.630001,128.21001,210.87,7128,8768,19134,35030
"BDI","Burundi","Sub-Saharan Africa, East",1977,41.950001,53.5,124.73,206.31,7229,8832,19018,35079
"BDI","Burundi","Sub-Saharan Africa, East",1978,41.48,52.540001,120.94,201.67,7377,8950,18940,35267
"BDI","Burundi","Sub-Saharan Africa, East",1979,40.919998,51.400002,117.13,196.77,7541,9089,18856,35487
"BEL","Belgium","Europe, Western",1970,15.76,7.8400002,2.0699999,25.5,2188,1090,297,3575
"BEL","Belgium","Europe, Western",1971,15.38,7.6599998,2.03,24.9,2089,1057,291,3438
"BEL","Belgium","Europe, Western",1972,14.02,7.1399999,1.88,22.9,1871,990,282,3143
"BEL","Belgium","Europe, Western",1973,12.52,6.54,1.72,20.67,1644,885,263,2792
"BEL","Belgium","Europe, Western",1974,11.64,6.1700001,1.62,19.33,1495,804,238,2537
"BEL","Belgium","Europe, Western",1975,10.74,5.7800002,1.52,17.950001,1353,740,216,2309
"BEL","Belgium","Europe, Western",1976,10.21,5.5799999,1.46,17.17,1264,693,199,2157
"BEL","Belgium","Europe, Western",1977,9.4700003,5.2800002,1.38,16.059999,1157,651,186,1993
"BEL","Belgium","Europe, Western",1978,9.2799997,5.1700001,1.35,15.74,1118,622,174,1914
"BEL","Belgium","Europe, Western",1979,9.0799999,5.0999999,1.33,15.45,1086,607,165,1858
"BEN","Benin","Sub-Saharan Africa, West",1970,66,83.639999,159.47,280.60001,8440,9992,16774,35207
"BEN","Benin","Sub-Saharan Africa, West",1971,64.809998,81.879997,155.53999,274.92999,8502,10067,16868,35438
"BEN","Benin","Sub-Saharan Africa, West",1972,63.619999,80.129997,151.24001,268.92999,8555,10119,16906,35580
"BEN","Benin","Sub-Saharan Africa, West",1973,62.41,78.360001,146.81,262.75,8581,10077,17003,35662
"BEN","Benin","Sub-Saharan Africa, West",1974,61.25,76.510002,142.14,256.29001,8638,10106,16977,35722
"BEN","Benin","Sub-Saharan Africa, West",1975,59.990002,74.599998,137.66,249.86,8685,10133,16918,35736
"BEN","Benin","Sub-Saharan Africa, West",1976,58.91,72.860001,133.37,243.85001,8759,10161,16856,35776
"BEN","Benin","Sub-Saharan Africa, West",1977,57.740002,71.099998,129.36,237.96001,8825,10208,16813,35845
"BEN","Benin","Sub-Saharan Africa, West",1978,56.610001,69.459999,125.55,232.35001,8898,10260,16793,35950
"BEN","Benin","Sub-Saharan Africa, West",1979,55.580002,68.019997,121.94,227.14999,8987,10335,16796,36117
"BFA","Burkina Faso","Sub-Saharan Africa, West",1970,69.349998,90.309998,196.19,319.48999,18465,22357,42887,83708
"BFA","Burkina Faso","Sub-Saharan Africa, West",1971,68.220001,88.68,191.92999,313.82999,18498,22421,42897,83816
"BFA","Burkina Faso","Sub-Saharan Africa, West",1972,66.879997,86.839996,187.25999,307.47,18520,22478,42835,83833
"BFA","Burkina Faso","Sub-Saharan Africa, West",1973,65.5,85.160004,182.17999,300.82999,18460,22388,42963,83812
"BFA","Burkina Faso","Sub-Saharan Africa, West",1974,64.029999,83.029999,176.69,293.38,18488,22430,42831,83749
"BFA","Burkina Faso","Sub-Saharan Africa, West",1975,62.580002,80.919998,171.14999,285.89999,18532,22445,42650,83628
"BFA","Burkina Faso","Sub-Saharan Africa, West",1976,61.099998,78.860001,165.64999,278.39999,18563,22477,42476,83516
"BFA","Burkina Faso","Sub-Saharan Africa, West",1977,59.59,76.75,160.34,270.98001,18567,22491,42321,83379
"BFA","Burkina Faso","Sub-Saharan Africa, West",1978,58.009998,74.709999,155.12,263.59,18525,22489,42182,83196
"BFA","Burkina Faso","Sub-Saharan Africa, West",1979,56.580002,72.830002,150.11,256.59,18494,22470,42026,82990
"BGD","Bangladesh","Asia, South",1970,95.610001,65.239998,94.389999,234.39999,311806,192249,250146,754200
"BGD","Bangladesh","Asia, South",1971,94.290001,64.010002,91.940002,230.2,316171,194214,251056,761442
"BGD","Bangladesh","Asia, South",1972,93.080002,62.84,89.410004,226.06,320587,196154,251816,768557
"BGD","Bangladesh","Asia, South",1973,91.730003,61.610001,86.900002,221.75,324814,196506,254115,775436
"BGD","Bangladesh","Asia, South",1974,90.970001,60.91,85.839996,219.62,330513,198560,254584,783657
"BGD","Bangladesh","Asia, South",1975,88.860001,58.959999,81.910004,212.81,331005,200437,257610,789052
"BGD","Bangladesh","Asia, South",1976,87.470001,57.689999,79.339996,208.34,333115,199754,256007,788875
"BGD","Bangladesh","Asia, South",1977,86.07,56.459999,76.93,204.00999,334510,200179,253716,788406
"BGD","Bangladesh","Asia, South",1978,84.650002,55.209999,74.68,199.78,334960,200068,252526,787553
"BGD","Bangladesh","Asia, South",1979,83.220001,53.939999,72.400002,195.46001,334309,199306,250959,784573
"BGR","Bulgaria","Europe, Central",1970,15.24,14.45,2.8399999,32.220001,2071,1961,377,4410
"BGR","Bulgaria","Europe, Central",1971,14.9,13.98,2.79,31.379999,2040,1924,373,4338
"BGR","Bulgaria","Europe, Central",1972,14.53,13.58,2.73,30.559999,2009,1887,370,4265
"BGR","Bulgaria","Europe, Central",1973,14.13,13.18,2.6700001,29.719999,1979,1836,366,4181
"BGR","Bulgaria","Europe, Central",1974,13.81,12.81,2.6199999,28.99,1944,1792,362,4099
"BGR","Bulgaria","Europe, Central",1975,13.43,12.39,2.5599999,28.16,1895,1742,358,3994
"BGR","Bulgaria","Europe, Central",1976,13.03,11.95,2.51,27.280001,1831,1678,353,3862
"BGR","Bulgaria","Europe, Central",1977,12.59,11.51,2.45,26.34,1754,1604,347,3705
"BGR","Bulgaria","Europe, Central",1978,12.17,11.07,2.3800001,25.440001,1673,1523,339,3536
"BGR","Bulgaria","Europe, Central",1979,11.82,10.65,2.3299999,24.629999,1595,1439,329,3364
"BHR","Bahrain","North Africa / Middle East",1970,36.52,20.68,14.55,70.169998,323,194,140,656
"BHR","Bahrain","North Africa / Middle East",1971,33.57,18.790001,12.8,63.869999,297,175,124,597
"BHR","Bahrain","North Africa / Middle East",1972,30.870001,17.1,11.23,58.139999,276,160,110,546
"BHR","Bahrain","North Africa / Middle East",1973,28.450001,15.56,9.8999996,53.029999,258,146,99,503
"BHR","Bahrain","North Africa / Middle East",1974,26.23,14.17,8.6999998,48.380001,244,135,88,468
"BHR","Bahrain","North Africa / Middle East",1975,24.25,12.95,7.7199998,44.32,233,127,79,439
"BHR","Bahrain","North Africa / Middle East",1976,22.440001,11.82,6.8400002,40.599998,224,120,72,416
"BHR","Bahrain","North Africa / Middle East",1977,20.790001,10.82,6.0900002,37.290001,216,114,66,396
"BHR","Bahrain","North Africa / Middle East",1978,19.290001,9.9799995,5.4699998,34.389999,208,109,61,378
"BHR","Bahrain","North Africa / Middle East",1979,17.969999,9.2600002,4.9200001,31.84,201,105,57,362
"BHS","Bahamas","Caribbean",1970,35.799999,23.530001,10.9,68.760002,183,132,62,377
"BHS","Bahamas","Caribbean",1971,32.48,21,9.5799999,61.880001,168,116,55,338
"BHS","Bahamas","Caribbean",1972,30.190001,19.17,8.6899996,57.049999,157,104,49,310
"BHS","Bahamas","Caribbean",1973,28.860001,18.219999,8.2299995,54.41,152,96,44,292
"BHS","Bahamas","Caribbean",1974,28.469999,17.950001,8.0500002,53.59,151,93,41,286
"BHS","Bahamas","Caribbean",1975,28.530001,18.040001,8.0600004,53.740002,153,93,41,286
"BHS","Bahamas","Caribbean",1976,28.6,18.120001,8.0799999,53.919998,155,95,41,290
"BHS","Bahamas","Caribbean",1977,28.4,18.049999,8.0600004,53.630001,156,96,41,293
"BHS","Bahamas","Caribbean",1978,28.24,17.959999,8.0299997,53.360001,158,97,41,296
"BHS","Bahamas","Caribbean",1979,27.74,17.639999,7.8099999,52.349998,158,98,42,298
"BIH","Bosnia and Herzegovina","Europe, Central",1970,29.950001,25.370001,4.2800002,58.599998,2450,2129,381,4960
"BIH","Bosnia and Herzegovina","Europe, Central",1971,28.690001,23.74,4.1199999,55.66,2283,1955,354,4591
"BIH","Bosnia and Herzegovina","Europe, Central",1972,27.120001,22.48,3.9200001,52.73,2131,1805,330,4265
"BIH","Bosnia and Herzegovina","Europe, Central",1973,25.530001,20.99,3.72,49.529999,1980,1662,305,3947
"BIH","Bosnia and Herzegovina","Europe, Central",1974,24.139999,19.690001,3.55,46.75,1851,1533,285,3668
"BIH","Bosnia and Herzegovina","Europe, Central",1975,23.15,18.530001,3.3900001,44.5,1758,1420,267,3446
"BIH","Bosnia and Herzegovina","Europe, Central",1976,21.92,17.4,3.21,42.02,1655,1330,253,3239
"BIH","Bosnia and Herzegovina","Europe, Central",1977,21.16,16.5,3.0699999,40.259998,1588,1243,239,3070
"BIH","Bosnia and Herzegovina","Europe, Central",1978,20.23,15.5,2.9400001,38.25,1513,1169,227,2909
"BIH","Bosnia and Herzegovina","Europe, Central",1979,19.299999,14.64,2.8099999,36.380001,1438,1098,216,2752
"BLR","Belarus","Europe, Eastern",1970,19.74,9.3500004,3.1400001,31.950001,2849,1379,490,4718
"BLR","Belarus","Europe, Eastern",1971,18.99,9.0799999,3.05,30.860001,2738,1331,465,4534
"BLR","Belarus","Europe, Eastern",1972,18.440001,8.8699999,2.96,30.030001,2662,1297,446,4405
"BLR","Belarus","Europe, Eastern",1973,17.940001,8.6599998,2.9100001,29.280001,2619,1257,423,4299
"BLR","Belarus","Europe, Eastern",1974,17.57,8.5799999,2.8699999,28.790001,2575,1244,413,4233
"BLR","Belarus","Europe, Eastern",1975,17.309999,8.5,2.8399999,28.43,2551,1236,409,4196
"BLR","Belarus","Europe, Eastern",1976,17.16,8.4700003,2.8299999,28.24,2547,1237,406,4190
"BLR","Belarus","Europe, Eastern",1977,17.049999,8.4399996,2.8199999,28.1,2557,1245,405,4207
"BLR","Belarus","Europe, Eastern",1978,16.98,8.3800001,2.8,27.959999,2583,1252,407,4242
"BLR","Belarus","Europe, Eastern",1979,16.879999,8.3299999,2.79,27.790001,2609,1265,408,4283
"BLZ","Belize","Caribbean",1970,62.720001,46.880001,23.459999,127.61,306,220,103,629
"BLZ","Belize","Caribbean",1971,60.400002,44.709999,22.26,122.39,300,218,101,619
"BLZ","Belize","Caribbean",1972,57.98,42.540001,21.030001,117.02,295,212,98,604
"BLZ","Belize","Caribbean",1973,55.689999,40.580002,19.940001,112.08,290,205,95,590
"BLZ","Belize","Caribbean",1974,53.5,38.709999,18.93,107.36,284,200,92,577
"BLZ","Belize","Caribbean",1975,51.610001,36.919998,17.959999,103.03,280,198,90,567
"BLZ","Belize","Caribbean",1976,49.810001,35.23,17,98.860001,275,192,87,554
"BLZ","Belize","Caribbean",1977,47.830002,33.540001,16,94.480003,269,187,84,541
"BLZ","Belize","Caribbean",1978,45.41,31.57,14.92,89.339996,260,182,81,524
"BLZ","Belize","Caribbean",1979,42.82,29.41,13.76,83.760002,250,174,78,502
"BOL","Bolivia","Latin America, Andean",1970,63.060001,78.580002,97.300003,220.69,12159,14294,16084,42537
"BOL","Bolivia","Latin America, Andean",1971,61.34,75.860001,92.470001,212.75999,12080,14152,15779,42011
"BOL","Bolivia","Latin America, Andean",1972,59.75,73.239998,87.989998,205.28999,11966,13959,15436,41361
"BOL","Bolivia","Latin America, Andean",1973,58.139999,70.620003,83.470001,197.72,11793,13632,15143,40568
"BOL","Bolivia","Latin America, Andean",1974,56.490002,68.050003,79.059998,190.22,11569,13322,14714,39606
"BOL","Bolivia","Latin America, Andean",1975,54.860001,65.550003,74.82,182.89,11309,12966,14214,38490
"BOL","Bolivia","Latin America, Andean",1976,53.360001,63.189999,71.080002,176.21001,11049,12583,13665,37297
"BOL","Bolivia","Latin America, Andean",1977,51.860001,60.959999,67.589996,169.83,10782,12210,13120,36112
"BOL","Bolivia","Latin America, Andean",1978,50.540001,58.990002,64.279999,163.97,10555,11894,12589,35038
"BOL","Bolivia","Latin America, Andean",1979,49.27,56.990002,61.290001,158.41,10352,11628,12058,34039
"BRA","Brazil","Latin America, Tropical",1970,41.16,58.43,26.139999,120.79,138517,191712,82313,412543
"BRA","Brazil","Latin America, Tropical",1971,40.32,56.810001,25.08,117.55,136694,187759,79536,403988
"BRA","Brazil","Latin America, Tropical",1972,39.48,55.150002,24.07,114.3,135188,184288,76914,396391
"BRA","Brazil","Latin America, Tropical",1973,38.619999,53.419998,22.98,110.88,134197,180552,74646,389395
"BRA","Brazil","Latin America, Tropical",1974,37.709999,51.639999,21.889999,107.38,132968,177661,72280,382909
"BRA","Brazil","Latin America, Tropical",1975,36.700001,49.759998,20.799999,103.67,131550,175747,69917,377213
"BRA","Brazil","Latin America, Tropical",1976,35.619999,47.82,19.66,99.790001,129996,172298,67358,369651
"BRA","Brazil","Latin America, Tropical",1977,34.52,45.84,18.51,95.830002,128311,168586,64992,361889
"BRA","Brazil","Latin America, Tropical",1978,33.369999,43.790001,17.389999,91.779999,126292,164478,62552,353323
"BRA","Brazil","Latin America, Tropical",1979,32.189999,41.75,16.24,87.660004,123862,159828,60085,343775
"BRB","Barbados","Caribbean",1970,36.990002,24.65,11.42,71.459999,195,134,65,394
"BRB","Barbados","Caribbean",1971,35.080002,23.139999,10.62,67.419998,181,124,60,365
"BRB","Barbados","Caribbean",1972,33.09,21.610001,9.8699999,63.310001,167,113,55,335
"BRB","Barbados","Caribbean",1973,31.209999,20,9.1199999,59.240002,154,102,50,306
"BRB","Barbados","Caribbean",1974,29.42,18.700001,8.4399996,55.599998,141,92,45,279
"BRB","Barbados","Caribbean",1975,27.93,17.59,7.8299999,52.509998,131,84,41,256
"BRB","Barbados","Caribbean",1976,26.65,16.59,7.3499999,49.830002,122,77,37,236
"BRB","Barbados","Caribbean",1977,25.68,15.75,6.9899998,47.73,115,71,34,220
"BRB","Barbados","Caribbean",1978,24.709999,15.03,6.6399999,45.740002,109,67,31,207
"BRB","Barbados","Caribbean",1979,23.440001,14.13,6.25,43.259998,102,62,29,194
"BRN","Brunei Darussalam","Asia Pacific, High Income",1970,37.220001,11.49,5.3699999,53.400002,173,56,25,254
"BRN","Brunei Darussalam","Asia Pacific, High Income",1971,34.52,10.81,5.0599999,49.790001,166,55,24,245
"BRN","Brunei Darussalam","Asia Pacific, High Income",1972,31.530001,10.09,4.73,45.84,156,54,23,233
"BRN","Brunei Darussalam","Asia Pacific, High Income",1973,28.440001,9.3299999,4.3400002,41.68,145,50,22,218
"BRN","Brunei Darussalam","Asia Pacific, High Income",1974,25.41,8.5600004,3.96,37.580002,133,47,21,201
"BRN","Brunei Darussalam","Asia Pacific, High Income",1975,22.66,7.8600001,3.6199999,33.849998,120,44,20,184
"BRN","Brunei Darussalam","Asia Pacific, High Income",1976,20.24,7.2199998,3.28,30.51,109,41,19,169
"BRN","Brunei Darussalam","Asia Pacific, High Income",1977,18.139999,6.6300001,3,27.57,100,38,17,155
"BRN","Brunei Darussalam","Asia Pacific, High Income",1978,16.34,6.1500001,2.75,25.08,92,36,16,144
"BRN","Brunei Darussalam","Asia Pacific, High Income",1979,14.88,5.75,2.5599999,23.059999,86,34,15,135
"BTN","Bhutan","Asia, South",1970,101.6,85.970001,120.9,278.10999,1440,1098,1342,3880
"BTN","Bhutan","Asia, South",1971,99.580002,83.610001,115.45,270.13,1455,1099,1327,3881
"BTN","Bhutan","Asia, South",1972,97.529999,80.970001,110.41,262.17999,1470,1102,1315,3887
"BTN","Bhutan","Asia, South",1973,95.690002,78.540001,105.52,254.64,1479,1091,1327,3897
"BTN","Bhutan","Asia, South",1974,93.849998,76.190002,101.04,247.48,1496,1095,1315,3906
"BTN","Bhutan","Asia, South",1975,91.980003,74.110001,96.57,240.46001,1510,1100,1305,3915
"BTN","Bhutan","Asia, South",1976,90.080002,71.93,92.410004,233.57001,1521,1102,1294,3917
